user_id,total_mrr,average_monthly_revenue,active_months,plans_used,estimated_annual_value,revenue_share_pct,cumulative_revenue_share_pct,customer_rank
U016994,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.270810193715647,72
U021256,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.3015799795383525,73
U025042,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.332349765361058,74
U007655,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.3631195511837633,75
U007642,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.3938893370064687,76
U017895,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.424659122829174,77
U028927,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.4554289086518795,78
U012616,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.486198694474585,79
U010500,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.5169684802972903,80
U026780,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.5477382661199957,81
U007407,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.578508051942701,82
U018905,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.6092778377654064,83
U026379,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.640047623588112,84
U026503,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.6708174094108172,85
U006853,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.7015871952335226,86
U008584,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.732356981056228,87
U024080,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.7631267668789334,88
U012395,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.793896552701639,89
U007427,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.8246663385243442,90
U024224,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.8554361243470496,91
U026181,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.886205910169755,92
U000893,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.9169756959924604,93
U011149,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.947745481815166,94
U002240,5970.0,199.0,30,1,2388.0,0.030769785822705214,2.9785152676378712,95
U021691,5970.0,199.0,30,1,2388.0,0.030769785822705214,3.0092850534605766,96
U007987,5970.0,199.0,30,1,2388.0,0.030769785822705214,3.040054839283282,97
U011094,5970.0,199.0,30,1,2388.0,0.030769785822705214,3.0708246251059874,98
U011071,5970.0,199.0,30,1,2388.0,0.030769785822705214,3.101594410928693,99
U006234,5970.0,199.0,30,1,2388.0,0.030769785822705214,3.132364196751398,100
U005604,5970.0,199.0,30,1,2388.0,0.030769785822705214,3.1631339825741036,101
U007138,5970.0,199.0,30,1,2388.0,0.030769785822705214,3.193903768396809,102
U017640,5970.0,199.0,30,1,2388.0,0.030769785822705214,3.2246735542195144,103
U001605,5970.0,199.0,30,1,2388.0,0.030769785822705214,3.25544334004222,104
U004154,5970.0,199.0,30,1,2388.0,0.030769785822705214,3.286213125864925,105
U004878,5970.0,199.0,30,1,2388.0,0.030769785822705214,3.3169829116876306,106
U013035,5970.0,199.0,30,1,2388.0,0.030769785822705214,3.347752697510336,107
U005411,5970.0,199.0,30,1,2388.0,0.030769785822705214,3.3785224833330414,108
U005728,5970.0,199.0,30,1,2388.0,0.030769785822705214,3.409292269155747,109
U027928,5970.0,199.0,30,1,2388.0,0.030769785822705214,3.440062054978452,110
U024518,5970.0,199.0,30,1,2388.0,0.030769785822705214,3.4708318408011576,111
U010348,5970.0,199.0,30,1,2388.0,0.030769785822705214,3.501601626623863,112
U005654,5771.0,199.0,29,1,2388.0,0.029744126295281708,3.5313457529191448,113
U017780,5771.0,199.0,29,1,2388.0,0.029744126295281708,3.5610898792144265,114
U023878,5771.0,199.0,29,1,2388.0,0.029744126295281708,3.5908340055097083,115
U009686,5771.0,199.0,29,1,2388.0,0.029744126295281708,3.62057813180499,116
U012135,5771.0,199.0,29,1,2388.0,0.029744126295281708,3.650322258100272,117
U016430,5771.0,199.0,29,1,2388.0,0.029744126295281708,3.6800663843955537,118
U001489,5771.0,199.0,29,1,2388.0,0.029744126295281708,3.7098105106908355,119
U008687,5771.0,199.0,29,1,2388.0,0.029744126295281708,3.7395546369861172,120
U024008,5771.0,199.0,29,1,2388.0,0.029744126295281708,3.769298763281399,121
U025787,5771.0,199.0,29,1,2388.0,0.029744126295281708,3.799042889576681,122
U006432,5771.0,199.0,29,1,2388.0,0.029744126295281708,3.8287870158719626,123
U023685,5771.0,199.0,29,1,2388.0,0.029744126295281708,3.8585311421672444,124
U025890,5771.0,199.0,29,1,2388.0,0.029744126295281708,3.888275268462526,125
U013399,5771.0,199.0,29,1,2388.0,0.029744126295281708,3.918019394757808,126
U014987,5771.0,199.0,29,1,2388.0,0.029744126295281708,3.9477635210530897,127
U019661,5771.0,199.0,29,1,2388.0,0.029744126295281708,3.9775076473483715,128
U017524,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.007251773643653,129
U005699,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.036995899938935,130
U021422,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.066740026234217,131
U012897,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.096484152529499,132
U003418,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.12622827882478,133
U009007,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.155972405120062,134
U018018,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.185716531415344,135
U014843,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.215460657710626,136
U003086,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.2452047840059075,137
U021088,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.274948910301189,138
U011216,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.304693036596471,139
U010004,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.334437162891753,140
U023093,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.364181289187035,141
U020899,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.393925415482316,142
U014383,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.423669541777598,143
U015464,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.45341366807288,144
U016302,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.483157794368162,145
U029445,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.5129019206634435,146
U009338,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.542646046958725,147
U004205,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.572390173254007,148
U010856,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.602134299549289,149
U024699,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.631878425844571,150
U000108,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.661622552139852,151
U029209,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.691366678435134,152
U022883,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.721110804730416,153
U026698,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.750854931025698,154
U001569,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.78059905732098,155
U026537,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.810343183616261,156
U001065,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.840087309911543,157
U027940,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.869831436206825,158
U005695,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.899575562502107,159
U002910,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.9293196887973885,160
U008573,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.95906381509267,161
U008967,5771.0,199.0,29,1,2388.0,0.029744126295281708,4.988807941387952,162
U016618,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.018552067683234,163
U015933,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.048296193978516,164
U010483,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.078040320273797,165
U015337,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.107784446569079,166
U000099,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.137528572864361,167
U019124,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.167272699159643,168
U013503,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.1970168254549245,169
U008903,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.226760951750206,170
U029612,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.256505078045488,171
U000400,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.28624920434077,172
U017797,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.315993330636052,173
U001881,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.345737456931333,174
U012414,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.375481583226615,175
U016012,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.405225709521897,176
U019282,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.434969835817179,177
U017158,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.4647139621124605,178
U021845,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.494458088407742,179
U002311,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.524202214703024,180
U014596,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.553946340998306,181
U024010,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.583690467293588,182
U015280,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.613434593588869,183
U016977,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.643178719884151,184
U008765,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.672922846179433,185
U023369,5771.0,199.0,29,1,2388.0,0.029744126295281708,5.702666972474715,186
U020480,5572.0,199.0,28,1,2388.0,0.028718466767858202,5.731385439242573,187
U009566,5572.0,199.0,28,1,2388.0,0.028718466767858202,5.760103906010432,188
U001309,5572.0,199.0,28,1,2388.0,0.028718466767858202,5.788822372778291,189
U023508,5572.0,199.0,28,1,2388.0,0.028718466767858202,5.817540839546149,190
U023895,5572.0,199.0,28,1,2388.0,0.028718466767858202,5.846259306314008,191
U023732,5572.0,199.0,28,1,2388.0,0.028718466767858202,5.874977773081866,192
U020459,5572.0,199.0,28,1,2388.0,0.028718466767858202,5.903696239849725,193
U006094,5572.0,199.0,28,1,2388.0,0.028718466767858202,5.932414706617584,194
U006414,5572.0,199.0,28,1,2388.0,0.028718466767858202,5.961133173385442,195
U016541,5572.0,199.0,28,1,2388.0,0.028718466767858202,5.989851640153301,196
U008201,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.0185701069211595,197
U015152,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.047288573689018,198
U023736,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.076007040456877,199
U015909,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.104725507224735,200
U022236,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.133443973992594,201
U023862,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.1621624407604525,202
U005137,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.190880907528311,203
U014949,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.21959937429617,204
U009570,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.248317841064028,205
U026912,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.277036307831887,206
U020557,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.3057547745997455,207
U005702,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.334473241367604,208
U022305,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.363191708135463,209
U008358,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.391910174903321,210
U022201,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.42062864167118,211
U004698,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.449347108439039,212
U008867,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.478065575206897,213
U013041,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.506784041974756,214
U008141,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.535502508742614,215
U028617,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.564220975510473,216
U014367,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.592939442278332,217
U028676,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.62165790904619,218
U004543,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.650376375814049,219
U011614,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.679094842581907,220
U025528,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.707813309349766,221
U023117,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.736531776117625,222
U028827,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.765250242885483,223
U029134,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.793968709653342,224
U007285,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.8226871764212005,225
U005418,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.851405643189059,226
U007450,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.880124109956918,227
U014903,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.908842576724776,228
U002548,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.937561043492635,229
U023631,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.9662795102604935,230
U001337,5572.0,199.0,28,1,2388.0,0.028718466767858202,6.994997977028352,231
U022269,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.023716443796211,232
U017093,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.052434910564069,233
U002916,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.081153377331928,234
U007154,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.109871844099787,235
U006698,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.138590310867645,236
U014068,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.167308777635504,237
U002405,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.196027244403362,238
U019439,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.224745711171221,239
U003032,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.25346417793908,240
U007065,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.282182644706938,241
U007575,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.310901111474797,242
U015832,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.339619578242655,243
U002300,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.368338045010514,244
U001609,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.397056511778373,245
U019994,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.425774978546231,246
U010019,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.45449344531409,247
U017345,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.4832119120819485,248
U020635,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.511930378849807,249
U020188,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.540648845617666,250
U020347,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.569367312385524,251
U018922,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.598085779153383,252
U025713,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.6268042459212415,253
U016864,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.6555227126891,254
U001231,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.684241179456959,255
U013320,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.712959646224817,256
U012561,5572.0,199.0,28,1,2388.0,0.028718466767858202,7.741678112992676,257
U006663,5373.0,199.0,27,1,2388.0,0.027692807240434696,7.7693709202331105,258
U016550,5373.0,199.0,27,1,2388.0,0.027692807240434696,7.797063727473545,259
U002390,5373.0,199.0,27,1,2388.0,0.027692807240434696,7.82475653471398,260
U014153,5373.0,199.0,27,1,2388.0,0.027692807240434696,7.852449341954414,261
U028451,5373.0,199.0,27,1,2388.0,0.027692807240434696,7.880142149194849,262
U023033,5373.0,199.0,27,1,2388.0,0.027692807240434696,7.907834956435283,263
U012938,5373.0,199.0,27,1,2388.0,0.027692807240434696,7.935527763675718,264
U025471,5373.0,199.0,27,1,2388.0,0.027692807240434696,7.963220570916152,265
U024078,5373.0,199.0,27,1,2388.0,0.027692807240434696,7.990913378156587,266
U020448,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.018606185397022,267
U007235,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.046298992637457,268
U017166,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.073991799877891,269
U016894,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.101684607118326,270
U022310,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.12937741435876,271
U028664,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.157070221599195,272
U001413,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.18476302883963,273
U017602,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.212455836080064,274
U022561,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.240148643320499,275
U012547,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.267841450560933,276
U018338,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.295534257801368,277
U028947,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.323227065041802,278
U027288,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.350919872282237,279
U009923,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.378612679522671,280
U017967,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.406305486763106,281
U007500,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.43399829400354,282
U005583,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.461691101243975,283
U013675,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.48938390848441,284
U002748,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.517076715724844,285
U028907,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.544769522965279,286
U012964,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.572462330205713,287
U014963,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.600155137446148,288
U003857,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.627847944686582,289
U011130,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.655540751927017,290
U017103,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.683233559167451,291
U008850,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.710926366407886,292
U015694,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.73861917364832,293
U010329,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.766311980888755,294
U006507,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.79400478812919,295
U026521,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.821697595369624,296
U023358,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.849390402610059,297
U022100,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.877083209850493,298
U002072,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.904776017090928,299
U004310,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.932468824331362,300
U004876,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.960161631571797,301
U003527,5373.0,199.0,27,1,2388.0,0.027692807240434696,8.987854438812231,302
U005755,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.015547246052666,303
U020461,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.0432400532931,304
U015906,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.070932860533535,305
U014857,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.09862566777397,306
U025702,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.126318475014404,307
U016929,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.154011282254839,308
U025018,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.181704089495273,309
U020713,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.209396896735708,310
U029258,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.237089703976142,311
U026479,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.264782511216577,312
U009130,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.292475318457011,313
U007682,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.320168125697446,314
U018601,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.34786093293788,315
U020588,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.375553740178315,316
U013181,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.40324654741875,317
U017420,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.430939354659184,318
U019101,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.458632161899619,319
U003340,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.486324969140053,320
U027344,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.514017776380488,321
U011611,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.541710583620922,322
U015230,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.569403390861357,323
U010688,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.597096198101791,324
U025177,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.624789005342226,325
U007725,5373.0,199.0,27,1,2388.0,0.027692807240434696,9.65248181258266,326
U025680,5174.0,199.0,26,1,2388.0,0.026667147713011184,9.679148960295672,327
U001535,5174.0,199.0,26,1,2388.0,0.026667147713011184,9.705816108008683,328
U001995,5174.0,199.0,26,1,2388.0,0.026667147713011184,9.732483255721695,329
U008234,5174.0,199.0,26,1,2388.0,0.026667147713011184,9.759150403434706,330
U003591,5174.0,199.0,26,1,2388.0,0.026667147713011184,9.785817551147717,331
U022823,5174.0,199.0,26,1,2388.0,0.026667147713011184,9.812484698860729,332
U028992,5174.0,199.0,26,1,2388.0,0.026667147713011184,9.83915184657374,333
U027576,5174.0,199.0,26,1,2388.0,0.026667147713011184,9.865818994286752,334
U025720,5174.0,199.0,26,1,2388.0,0.026667147713011184,9.892486141999763,335
