user_id,signup_date,first_active_month,last_active_month,active_months,lifecycle_months,activity_frequency_pct
U015995,2024-01-07,2024-02-01,2026-07-01,24,30,80.0
U024175,2024-01-07,2024-01-01,2026-07-01,25,31,80.64516129032258
U014106,2024-01-07,2024-02-01,2026-07-01,20,30,66.66666666666666
U006576,2024-01-07,2024-01-01,2026-07-01,23,31,74.19354838709677
U002737,2024-01-07,2024-02-01,2026-07-01,19,30,63.33333333333333
U024732,2024-01-07,2024-02-01,2026-07-01,29,30,96.66666666666667
U005406,2024-01-07,2024-02-01,2026-07-01,26,30,86.66666666666667
U012485,2024-01-07,2024-02-01,2026-07-01,18,30,60.0
U000476,2024-01-07,2024-03-01,2026-07-01,16,29,55.172413793103445
U014931,2024-01-07,2024-02-01,2026-07-01,23,30,76.66666666666667
U010136,2024-01-07,2024-01-01,2026-07-01,25,31,80.64516129032258
U010330,2024-01-07,2024-02-01,2026-07-01,20,30,66.66666666666666
U019737,2024-01-08,2024-02-01,2026-07-01,25,30,83.33333333333334
U026201,2024-01-08,2024-03-01,2026-07-01,21,29,72.41379310344827
U025934,2024-01-08,2024-03-01,2026-07-01,21,29,72.41379310344827
U004738,2024-01-08,2024-01-01,2026-07-01,26,31,83.87096774193549
U019370,2024-01-08,2024-01-01,2026-07-01,26,31,83.87096774193549
U003455,2024-01-08,2024-02-01,2026-07-01,21,30,70.0
U012116,2024-01-08,2024-02-01,2026-07-01,22,30,73.33333333333333
U022330,2024-01-08,2024-01-01,2026-07-01,26,31,83.87096774193549
U016742,2024-01-08,2024-02-01,2026-07-01,21,30,70.0
U013253,2024-01-08,2024-02-01,2026-07-01,25,30,83.33333333333334
U006120,2024-01-08,2024-03-01,2026-07-01,23,29,79.3103448275862
U028092,2024-01-08,2024-01-01,2026-07-01,24,31,77.41935483870968
U024958,2024-01-08,2024-02-01,2026-07-01,22,30,73.33333333333333
U017321,2024-01-08,2024-01-01,2026-07-01,24,31,77.41935483870968
U024372,2024-01-08,2024-01-01,2026-07-01,26,31,83.87096774193549
U024458,2024-01-08,2024-01-01,2026-07-01,24,31,77.41935483870968
U027754,2024-01-08,2024-02-01,2026-07-01,25,30,83.33333333333334
U023603,2024-01-08,2024-03-01,2026-07-01,24,29,82.75862068965517
U003608,2024-01-08,2024-01-01,2026-07-01,21,31,67.74193548387096
U004706,2024-01-08,2024-02-01,2026-07-01,19,30,63.33333333333333
U024861,2024-01-08,2024-01-01,2026-07-01,25,31,80.64516129032258
U019815,2024-01-08,2024-02-01,2026-07-01,22,30,73.33333333333333
U007421,2024-01-08,2024-02-01,2026-07-01,20,30,66.66666666666666
U006860,2024-01-08,2024-02-01,2026-07-01,27,30,90.0
U018053,2024-01-09,2024-02-01,2026-07-01,23,30,76.66666666666667
U017495,2024-01-09,2024-01-01,2026-07-01,22,31,70.96774193548387
U022854,2024-01-09,2024-02-01,2026-07-01,23,30,76.66666666666667
U025304,2024-01-09,2024-01-01,2026-07-01,25,31,80.64516129032258
U016127,2024-01-09,2024-01-01,2026-07-01,27,31,87.09677419354838
U006687,2024-01-09,2024-01-01,2026-07-01,21,31,67.74193548387096
U021033,2024-01-09,2024-03-01,2026-07-01,19,29,65.51724137931035
U029011,2024-01-09,2024-01-01,2026-07-01,26,31,83.87096774193549
U023667,2024-01-09,2024-01-01,2026-07-01,28,31,90.32258064516128
U001007,2024-01-09,2024-01-01,2026-07-01,18,31,58.06451612903226
U015560,2024-01-09,2024-01-01,2026-07-01,24,31,77.41935483870968
U019583,2024-01-09,2024-01-01,2026-07-01,25,31,80.64516129032258
U023730,2024-01-09,2024-01-01,2026-07-01,23,31,74.19354838709677
U026066,2024-01-09,2024-01-01,2026-07-01,26,31,83.87096774193549
U029467,2024-01-09,2024-02-01,2026-07-01,22,30,73.33333333333333
U021970,2024-01-09,2024-01-01,2026-07-01,25,31,80.64516129032258
U017767,2024-01-09,2024-01-01,2026-07-01,27,31,87.09677419354838
U012756,2024-01-09,2024-02-01,2026-07-01,18,30,60.0
U010358,2024-01-09,2024-02-01,2026-07-01,17,30,56.666666666666664
U006141,2024-01-09,2024-02-01,2026-07-01,16,30,53.333333333333336
U003080,2024-01-09,2024-02-01,2026-07-01,22,30,73.33333333333333
U003118,2024-01-09,2024-02-01,2026-07-01,21,30,70.0
U002682,2024-01-09,2024-01-01,2026-07-01,28,31,90.32258064516128
U010230,2024-01-09,2024-02-01,2026-07-01,25,30,83.33333333333334
U010890,2024-01-09,2024-01-01,2026-07-01,27,31,87.09677419354838
U012763,2024-01-09,2024-02-01,2026-07-01,23,30,76.66666666666667
U016476,2024-01-09,2024-02-01,2026-07-01,28,30,93.33333333333333
U024392,2024-01-09,2024-02-01,2026-07-01,20,30,66.66666666666666
U022047,2024-01-09,2024-02-01,2026-07-01,25,30,83.33333333333334
U022390,2024-01-09,2024-01-01,2026-07-01,19,31,61.29032258064516
U022107,2024-01-09,2024-03-01,2026-07-01,23,29,79.3103448275862
U004052,2024-01-09,2024-02-01,2026-07-01,23,30,76.66666666666667
U007963,2024-01-09,2024-05-01,2026-07-01,20,27,74.07407407407408
U014766,2024-01-10,2024-02-01,2026-07-01,24,30,80.0
U014193,2024-01-10,2024-02-01,2026-07-01,27,30,90.0
U003658,2024-01-10,2024-01-01,2026-07-01,27,31,87.09677419354838
U015184,2024-01-10,2024-01-01,2026-07-01,23,31,74.19354838709677
U024204,2024-01-10,2024-01-01,2026-07-01,20,31,64.51612903225806
U028247,2024-01-10,2024-02-01,2026-07-01,27,30,90.0
U028780,2024-01-10,2024-02-01,2026-07-01,25,30,83.33333333333334
U009583,2024-01-10,2024-02-01,2026-07-01,26,30,86.66666666666667
U007511,2024-01-10,2024-02-01,2026-07-01,21,30,70.0
U025288,2024-01-10,2024-02-01,2026-07-01,25,30,83.33333333333334
U024690,2024-01-10,2024-02-01,2026-07-01,19,30,63.33333333333333
U018499,2024-01-10,2024-02-01,2026-07-01,25,30,83.33333333333334
U010599,2024-01-10,2024-01-01,2026-07-01,20,31,64.51612903225806
U008348,2024-01-10,2024-02-01,2026-07-01,22,30,73.33333333333333
U007375,2024-01-10,2024-02-01,2026-07-01,22,30,73.33333333333333
U011134,2024-01-10,2024-01-01,2026-07-01,24,31,77.41935483870968
U001458,2024-01-10,2024-02-01,2026-07-01,21,30,70.0
U026096,2024-01-10,2024-02-01,2026-07-01,20,30,66.66666666666666
U024259,2024-01-10,2024-02-01,2026-07-01,22,30,73.33333333333333
U021459,2024-01-10,2024-02-01,2026-07-01,21,30,70.0
U010945,2024-01-10,2024-03-01,2026-07-01,24,29,82.75862068965517
U000552,2024-01-10,2024-01-01,2026-07-01,25,31,80.64516129032258
U021224,2024-01-10,2024-01-01,2026-07-01,22,31,70.96774193548387
U016578,2024-01-10,2024-01-01,2026-07-01,23,31,74.19354838709677
U007714,2024-01-10,2024-01-01,2026-07-01,21,31,67.74193548387096
U003489,2024-01-10,2024-01-01,2026-07-01,28,31,90.32258064516128
U016264,2024-01-10,2024-02-01,2026-07-01,21,30,70.0
U024880,2024-01-10,2024-01-01,2026-07-01,18,31,58.06451612903226
U017330,2024-01-10,2024-01-01,2026-07-01,24,31,77.41935483870968
U009059,2024-01-10,2024-02-01,2026-07-01,23,30,76.66666666666667
U020386,2024-01-10,2024-02-01,2026-07-01,15,30,50.0
U026111,2024-01-10,2024-02-01,2026-07-01,25,30,83.33333333333334
U008874,2024-01-10,2024-02-01,2026-07-01,24,30,80.0
U017989,2024-01-10,2024-02-01,2026-07-01,14,30,46.666666666666664
U026754,2024-01-10,2024-03-01,2026-07-01,20,29,68.96551724137932
U012262,2024-01-10,2024-02-01,2026-07-01,21,30,70.0
U022217,2024-01-10,2024-02-01,2026-07-01,26,30,86.66666666666667
U007502,2024-01-10,2024-04-01,2026-07-01,17,28,60.71428571428571
U014602,2024-01-11,2024-02-01,2026-07-01,19,30,63.33333333333333
U021816,2024-01-11,2024-02-01,2026-07-01,18,30,60.0
U008435,2024-01-11,2024-01-01,2026-07-01,23,31,74.19354838709677
U000438,2024-01-11,2024-02-01,2026-07-01,25,30,83.33333333333334
U003116,2024-01-11,2024-03-01,2026-07-01,27,29,93.10344827586206
U023438,2024-01-11,2024-01-01,2026-07-01,25,31,80.64516129032258
U008162,2024-01-11,2024-02-01,2026-07-01,27,30,90.0
U027785,2024-01-11,2024-02-01,2026-07-01,22,30,73.33333333333333
U007938,2024-01-11,2024-02-01,2026-07-01,24,30,80.0
U005023,2024-01-11,2024-02-01,2026-07-01,20,30,66.66666666666666
U004870,2024-01-11,2024-02-01,2026-07-01,26,30,86.66666666666667
U005551,2024-01-11,2024-02-01,2026-07-01,26,30,86.66666666666667
U013685,2024-01-11,2024-03-01,2026-07-01,16,29,55.172413793103445
U010217,2024-01-11,2024-01-01,2026-07-01,23,31,74.19354838709677
U024218,2024-01-11,2024-02-01,2026-07-01,23,30,76.66666666666667
U011387,2024-01-11,2024-01-01,2026-07-01,26,31,83.87096774193549
U007367,2024-01-11,2024-01-01,2026-07-01,25,31,80.64516129032258
U013651,2024-01-11,2024-01-01,2026-07-01,25,31,80.64516129032258
U011498,2024-01-11,2024-02-01,2026-07-01,21,30,70.0
U011065,2024-01-11,2024-02-01,2026-07-01,23,30,76.66666666666667
U015253,2024-01-11,2024-02-01,2026-07-01,25,30,83.33333333333334
U010450,2024-01-11,2024-02-01,2026-07-01,22,30,73.33333333333333
U001049,2024-01-11,2024-01-01,2026-07-01,25,31,80.64516129032258
U016413,2024-01-11,2024-02-01,2026-07-01,22,30,73.33333333333333
U021152,2024-01-11,2024-02-01,2026-07-01,20,30,66.66666666666666
U029558,2024-01-11,2024-02-01,2026-07-01,23,30,76.66666666666667
U026775,2024-01-11,2024-01-01,2026-07-01,24,31,77.41935483870968
U017048,2024-01-11,2024-01-01,2026-07-01,19,31,61.29032258064516
U024922,2024-01-11,2024-01-01,2026-07-01,21,31,67.74193548387096
U026168,2024-01-12,2024-03-01,2026-07-01,22,29,75.86206896551724
U014825,2024-01-12,2024-03-01,2026-07-01,24,29,82.75862068965517
U029739,2024-01-12,2024-02-01,2026-07-01,21,30,70.0
U004144,2024-01-12,2024-04-01,2026-07-01,22,28,78.57142857142857
U011022,2024-01-12,2024-03-01,2026-07-01,21,29,72.41379310344827
U017368,2024-01-12,2024-01-01,2026-07-01,23,31,74.19354838709677
U004867,2024-01-12,2024-01-01,2026-07-01,24,31,77.41935483870968
U016329,2024-01-12,2024-02-01,2026-07-01,21,30,70.0
U004122,2024-01-12,2024-02-01,2026-07-01,20,30,66.66666666666666
U007908,2024-01-12,2024-03-01,2026-07-01,23,29,79.3103448275862
U007123,2024-01-12,2024-03-01,2026-07-01,23,29,79.3103448275862
U014122,2024-01-12,2024-03-01,2026-07-01,26,29,89.65517241379311
U008032,2024-01-12,2024-02-01,2026-07-01,25,30,83.33333333333334
U018137,2024-01-12,2024-03-01,2026-07-01,24,29,82.75862068965517
U001999,2024-01-12,2024-02-01,2026-07-01,25,30,83.33333333333334
U012134,2024-01-12,2024-03-01,2026-07-01,24,29,82.75862068965517
U020072,2024-01-12,2024-02-01,2026-07-01,22,30,73.33333333333333
U013495,2024-01-12,2024-02-01,2026-07-01,22,30,73.33333333333333
U001268,2024-01-12,2024-02-01,2026-07-01,25,30,83.33333333333334
U018671,2024-01-12,2024-01-01,2026-07-01,24,31,77.41935483870968
U005106,2024-01-12,2024-04-01,2026-07-01,17,28,60.71428571428571
U023826,2024-01-12,2024-02-01,2026-07-01,23,30,76.66666666666667
U007855,2024-01-12,2024-02-01,2026-07-01,23,30,76.66666666666667
U022757,2024-01-12,2024-03-01,2026-07-01,13,29,44.827586206896555
U004934,2024-01-12,2024-02-01,2026-07-01,24,30,80.0
U009528,2024-01-12,2024-02-01,2026-07-01,19,30,63.33333333333333
U002922,2024-01-12,2024-02-01,2026-07-01,23,30,76.66666666666667
U004308,2024-01-12,2024-03-01,2026-07-01,20,29,68.96551724137932
U017880,2024-01-12,2024-01-01,2026-07-01,29,31,93.54838709677419
U023432,2024-01-12,2024-02-01,2026-07-01,23,30,76.66666666666667
U005282,2024-01-12,2024-01-01,2026-07-01,21,31,67.74193548387096
U021808,2024-01-12,2024-01-01,2026-07-01,29,31,93.54838709677419
U027838,2024-01-12,2024-01-01,2026-07-01,26,31,83.87096774193549
U029172,2024-01-13,2024-03-01,2026-07-01,24,29,82.75862068965517
U008760,2024-01-13,2024-03-01,2026-07-01,19,29,65.51724137931035
U018191,2024-01-13,2024-01-01,2026-07-01,24,31,77.41935483870968
U023975,2024-01-13,2024-02-01,2026-07-01,25,30,83.33333333333334
U019189,2024-01-13,2024-02-01,2026-07-01,26,30,86.66666666666667
U005759,2024-01-13,2024-02-01,2026-07-01,24,30,80.0
U010883,2024-01-13,2024-05-01,2026-07-01,21,27,77.77777777777779
U025200,2024-01-13,2024-03-01,2026-07-01,24,29,82.75862068965517
U019279,2024-01-13,2024-02-01,2026-07-01,23,30,76.66666666666667
U021518,2024-01-13,2024-01-01,2026-07-01,25,31,80.64516129032258
