date,dau,wau,mau,total_events,sessions,avg_session_duration_minutes,total_session_duration_minutes,stickiness_dau_mau,events_per_active_user,sessions_per_active_user
2024-02-14,49,272,523,51,50,6.720588235294118,342.75,9.369024856596559,1.0408163265306123,1.0204081632653061
2024-02-15,48,281,546,50,49,8.3176,415.88,8.791208791208792,1.0416666666666667,1.0208333333333333
2024-02-16,58,298,577,60,60,7.430666666666666,445.84,10.051993067590988,1.0344827586206897,1.0344827586206897
2024-02-17,62,306,607,63,63,7.77015873015873,489.52,10.214168039538714,1.0161290322580645,1.0161290322580645
2024-02-18,49,320,633,51,50,7.867647058823529,401.25,7.740916271721959,1.0408163265306123,1.0204081632653061
2024-02-19,64,332,665,67,67,7.367313432835821,493.61,9.624060150375941,1.046875,1.046875
2024-02-20,47,330,684,48,48,7.003333333333334,336.16,6.871345029239766,1.0212765957446808,1.0212765957446808
2024-02-21,58,342,708,59,59,8.13728813559322,480.1,8.192090395480225,1.0172413793103448,1.0172413793103448
2024-02-22,65,354,730,66,66,7.978333333333334,526.57,8.904109589041095,1.0153846153846153,1.0153846153846153
2024-02-23,65,362,771,65,65,8.977692307692307,583.55,8.430609597924773,1.0,1.0
2024-02-24,67,369,804,70,70,7.841857142857144,548.9300000000001,8.333333333333332,1.044776119402985,1.044776119402985
2024-02-25,71,385,831,72,72,5.654861111111111,407.15,8.543922984356197,1.0140845070422535,1.0140845070422535
2024-02-26,80,407,866,83,82,7.30710843373494,606.49,9.237875288683602,1.0375,1.025
2024-02-27,77,427,885,77,77,7.269610389610389,559.76,8.700564971751412,1.0,1.0
2024-02-28,88,446,910,91,90,8.834285714285715,803.92,9.670329670329672,1.0340909090909092,1.0227272727272727
2024-02-29,68,440,927,71,69,6.923239436619719,491.55,7.335490830636461,1.0441176470588236,1.0147058823529411
2024-03-01,63,439,948,63,63,7.363492063492063,463.9,6.645569620253164,1.0,1.0
2024-03-02,81,454,968,83,83,7.784337349397591,646.1,8.367768595041323,1.0246913580246915,1.0246913580246915
2024-03-03,71,459,995,72,71,8.775555555555556,631.84,7.135678391959798,1.0140845070422535,1.0
2024-03-04,95,474,1023,98,97,8.151632653061224,798.86,9.286412512218964,1.0315789473684212,1.0210526315789474
2024-03-05,67,464,1037,70,70,8.189571428571428,573.27,6.460945033751206,1.044776119402985,1.044776119402985
2024-03-06,80,462,1059,82,82,7.849756097560975,643.68,7.554296506137866,1.025,1.025
2024-03-07,97,477,1091,99,99,7.975050505050505,789.53,8.890925756186984,1.0206185567010309,1.0206185567010309
2024-03-08,92,500,1112,94,94,8.156382978723405,766.7,8.273381294964029,1.0217391304347827,1.0217391304347827
2024-03-09,95,517,1139,99,99,8.313232323232324,823.01,8.340649692712907,1.0421052631578946,1.0421052631578946
2024-03-10,99,544,1178,102,102,7.725686274509804,788.02,8.404074702886248,1.0303030303030303,1.0303030303030303
2024-03-11,91,545,1198,94,92,8.306170212765958,780.78,7.595993322203673,1.032967032967033,1.010989010989011
2024-03-12,94,568,1229,99,98,7.722121212121213,764.49,7.648494711147275,1.053191489361702,1.0425531914893618
2024-03-13,91,579,1256,94,92,7.908404255319149,743.39,7.245222929936306,1.032967032967033,1.010989010989011
2024-03-14,114,591,1290,118,117,8.083813559322033,953.89,8.837209302325581,1.0350877192982457,1.0263157894736843
2024-03-15,96,586,1306,97,97,7.913917525773195,767.65,7.3506891271056665,1.0104166666666667,1.0104166666666667
2024-03-16,111,603,1331,115,112,7.072782608695652,813.37,8.339594290007513,1.0360360360360361,1.009009009009009
2024-03-17,99,600,1350,101,100,8.776039603960395,886.38,7.333333333333333,1.02020202020202,1.0101010101010102
2024-03-18,130,635,1374,133,132,7.709248120300751,1025.33,9.461426491994178,1.023076923076923,1.0153846153846153
2024-03-19,118,649,1395,122,120,7.819180327868853,953.94,8.45878136200717,1.0338983050847457,1.0169491525423728
2024-03-20,121,675,1423,125,124,7.1025599999999995,887.8199999999999,8.503162333099086,1.0330578512396693,1.024793388429752
2024-03-21,116,689,1448,122,120,7.197786885245901,878.13,8.011049723756907,1.0517241379310345,1.0344827586206897
2024-03-22,97,687,1470,100,99,8.2233,822.33,6.598639455782313,1.0309278350515463,1.0206185567010309
2024-03-23,127,709,1500,128,128,7.64625,978.72,8.466666666666667,1.0078740157480315,1.0078740157480315
2024-03-24,111,713,1529,113,112,7.946460176991151,897.95,7.259646827992151,1.018018018018018,1.009009009009009
2024-03-25,129,722,1571,135,134,7.587185185185185,1024.27,8.211330362826226,1.0465116279069768,1.0387596899224807
2024-03-26,141,731,1603,146,143,6.8580136986301365,1001.27,8.796007485963818,1.0354609929078014,1.0141843971631206
2024-03-27,130,731,1624,130,130,8.007538461538461,1040.98,8.004926108374384,1.0,1.0
2024-03-28,145,738,1652,148,147,7.347770270270271,1087.47,8.7772397094431,1.0206896551724138,1.013793103448276
2024-03-29,124,751,1667,127,127,7.635511811023623,969.71,7.438512297540492,1.0241935483870968,1.0241935483870968
2024-03-30,145,777,1704,146,145,7.957465753424657,1161.79,8.509389671361504,1.006896551724138,1.0
2024-03-31,145,800,1738,147,145,8.466190476190476,1244.53,8.342922899884925,1.013793103448276,1.0
2024-04-01,152,823,1769,156,155,8.007692307692308,1249.2,8.592425098925947,1.0263157894736843,1.019736842105263
2024-04-02,144,829,1798,151,148,8.27317880794702,1249.25,8.008898776418242,1.0486111111111112,1.0277777777777777
2024-04-03,128,837,1814,130,129,7.46723076923077,970.74,7.056229327453142,1.015625,1.0078125
2024-04-04,169,852,1855,171,171,7.522339181286549,1286.32,9.110512129380053,1.0118343195266273,1.0118343195266273
2024-04-05,163,886,1892,166,165,7.590120481927711,1259.96,8.61522198731501,1.01840490797546,1.0122699386503067
2024-04-06,149,897,1910,154,151,7.907987012987013,1217.83,7.801047120418849,1.0335570469798658,1.0134228187919463
2024-04-07,172,925,1948,175,175,7.851999999999999,1374.1,8.829568788501026,1.0174418604651163,1.0174418604651163
2024-04-08,159,923,1980,163,162,8.248650306748466,1344.53,8.030303030303031,1.0251572327044025,1.0188679245283019
2024-04-09,154,930,2008,161,161,7.878385093167703,1268.42,7.669322709163347,1.0454545454545454,1.0454545454545454
2024-04-10,171,972,2036,177,174,8.735197740112994,1546.1299999999999,8.398821218074657,1.0350877192982457,1.0175438596491229
2024-04-11,193,990,2085,198,198,8.150252525252526,1613.75,9.256594724220623,1.0259067357512954,1.0259067357512954
2024-04-12,159,978,2115,163,162,8.222760736196319,1340.31,7.5177304964539005,1.0251572327044025,1.0188679245283019
2024-04-13,173,1003,2129,179,177,7.141396648044693,1278.31,8.125880695162047,1.0346820809248556,1.023121387283237
2024-04-14,168,989,2150,176,175,8.132443181818182,1431.31,7.813953488372093,1.0476190476190477,1.0416666666666667
2024-04-15,188,1001,2186,192,192,8.088802083333333,1553.05,8.600182982616651,1.0212765957446808,1.0212765957446808
2024-04-16,202,1031,2212,210,208,7.933809523809523,1666.1,9.132007233273058,1.0396039603960396,1.0297029702970297
2024-04-17,195,1056,2235,196,196,7.94188775510204,1556.61,8.724832214765101,1.005128205128205,1.005128205128205
2024-04-18,197,1068,2266,203,203,7.671527093596059,1557.32,8.693733451015003,1.0304568527918783,1.0304568527918783
2024-04-19,194,1078,2290,202,200,8.202920792079208,1656.99,8.471615720524017,1.041237113402062,1.0309278350515463
2024-04-20,206,1108,2319,211,210,7.893933649289099,1665.62,8.883139284174213,1.0242718446601942,1.0194174757281553
2024-04-21,186,1125,2357,190,190,8.384105263157895,1592.98,7.891387356809504,1.021505376344086,1.021505376344086
2024-04-22,206,1124,2381,212,211,8.144009433962264,1726.53,8.651826963460731,1.029126213592233,1.0242718446601942
2024-04-23,203,1143,2429,207,206,7.835748792270532,1622.0,8.357348703170029,1.019704433497537,1.0147783251231528
2024-04-24,196,1152,2462,201,200,7.73636815920398,1555.01,7.961007311129163,1.0255102040816326,1.0204081632653061
2024-04-25,197,1172,2500,206,204,8.384902912621358,1727.29,7.88,1.0456852791878173,1.0355329949238579
2024-04-26,238,1208,2550,245,243,8.48791836734694,2079.54,9.333333333333334,1.0294117647058822,1.0210084033613445
2024-04-27,190,1186,2560,195,192,7.455384615384615,1453.8,7.421875,1.0263157894736843,1.0105263157894737
2024-04-28,203,1196,2586,210,208,8.090238095238096,1698.95,7.849961330239752,1.0344827586206897,1.0246305418719213
2024-04-29,225,1216,2626,235,233,7.719148936170213,1814.0,8.568164508758567,1.0444444444444445,1.0355555555555556
2024-04-30,254,1248,2670,263,259,7.576083650190114,1992.51,9.51310861423221,1.0354330708661417,1.0196850393700787
2024-05-01,221,1273,2700,229,226,7.538689956331877,1726.36,8.185185185185185,1.0361990950226245,1.0226244343891402
2024-05-02,232,1290,2726,238,236,7.669453781512605,1825.33,8.51063829787234,1.0258620689655173,1.0172413793103448
2024-05-03,240,1313,2779,250,248,7.452559999999999,1863.1399999999999,8.636200071968334,1.0416666666666667,1.0333333333333334
2024-05-04,221,1334,2817,226,224,7.895929203539823,1784.48,7.845225417110401,1.0226244343891402,1.0135746606334841
2024-05-05,234,1343,2834,239,237,8.02878661087866,1918.8799999999999,8.256880733944955,1.0213675213675213,1.0128205128205128
2024-05-06,218,1336,2862,224,221,7.600625,1702.54,7.617051013277429,1.0275229357798166,1.0137614678899083
2024-05-07,252,1343,2892,256,255,7.3585546875,1883.79,8.71369294605809,1.0158730158730158,1.0119047619047619
2024-05-08,247,1363,2913,258,255,7.582170542635659,1956.2,8.479231033299005,1.0445344129554657,1.0323886639676114
2024-05-09,262,1388,2952,271,266,7.722435424354244,2092.78,8.875338753387533,1.034351145038168,1.015267175572519
2024-05-10,237,1385,3004,243,243,7.609670781893004,1849.15,7.889480692410119,1.0253164556962024,1.0253164556962024
2024-05-11,239,1415,3026,247,244,7.47417004048583,1846.12,7.898215465961665,1.0334728033472804,1.0209205020920502
2024-05-12,264,1429,3053,272,272,8.17172794117647,2222.71,8.64723223059286,1.0303030303030303,1.0303030303030303
2024-05-13,252,1458,3080,266,263,7.874774436090226,2094.69,8.181818181818182,1.0555555555555556,1.0436507936507937
2024-05-14,261,1457,3115,269,267,8.080557620817844,2173.67,8.378812199036918,1.0306513409961686,1.0229885057471264
2024-05-15,273,1475,3150,286,284,8.217622377622376,2350.24,8.666666666666668,1.0476190476190477,1.0402930402930404
2024-05-16,243,1452,3163,248,248,7.667258064516129,1901.48,7.682579829276004,1.0205761316872428,1.0205761316872428
2024-05-17,281,1482,3197,289,287,7.221384083044983,2086.98,8.789490147012824,1.0284697508896796,1.0213523131672597
2024-05-18,278,1511,3238,289,288,7.594498269896193,2194.81,8.58554663372452,1.039568345323741,1.0359712230215827
2024-05-19,284,1525,3263,290,288,8.331551724137931,2416.15,8.703646950658902,1.0211267605633803,1.0140845070422535
2024-05-20,300,1575,3294,308,306,7.646266233766235,2355.05,9.107468123861565,1.0266666666666666,1.02
2024-05-21,269,1589,3340,277,274,7.8498555956678695,2174.41,8.053892215568863,1.029739776951673,1.0185873605947955
2024-05-22,271,1609,3362,280,277,8.075357142857143,2261.1,8.060678167757288,1.033210332103321,1.022140221402214
2024-05-23,273,1635,3378,286,282,7.676538461538461,2195.49,8.081705150976909,1.0476190476190477,1.032967032967033
2024-05-24,262,1622,3404,268,268,7.871865671641791,2109.66,7.696827262044653,1.0229007633587786,1.0229007633587786
2024-05-25,279,1606,3431,287,285,8.071742160278745,2316.59,8.131740017487612,1.028673835125448,1.021505376344086
2024-05-26,318,1604,3471,327,324,7.910122324159022,2586.61,9.16162489196197,1.028301886792453,1.0188679245283019
2024-05-27,286,1598,3503,297,295,7.889360269360269,2343.14,8.16443048815301,1.0384615384615385,1.0314685314685315
2024-05-28,295,1610,3537,305,302,8.047573770491804,2454.51,8.340401470172463,1.0338983050847457,1.023728813559322
2024-05-29,298,1617,3561,305,304,8.238622950819673,2512.78,8.368435832631285,1.023489932885906,1.0201342281879195
2024-05-30,275,1638,3588,290,287,7.8020689655172415,2262.6,7.664437012263099,1.0545454545454545,1.0436363636363637
2024-05-31,320,1695,3630,332,331,7.701174698795181,2556.79,8.81542699724518,1.0375,1.034375
2024-06-01,316,1707,3665,328,322,7.464207317073171,2448.26,8.622100954979537,1.0379746835443038,1.018987341772152
2024-06-02,296,1702,3682,309,305,8.3826213592233,2590.23,8.039109179793591,1.0439189189189189,1.0304054054054055
2024-06-03,329,1743,3709,342,335,7.856228070175439,2686.83,8.870315448908062,1.0395136778115501,1.0182370820668694
2024-06-04,303,1750,3735,320,316,7.847624999999999,2511.24,8.112449799196787,1.056105610561056,1.0429042904290429
2024-06-05,318,1775,3775,334,329,8.014221556886227,2676.75,8.42384105960265,1.050314465408805,1.0345911949685536
2024-06-06,328,1803,3797,341,336,7.905307917888563,2695.71,8.638398735844087,1.0396341463414633,1.024390243902439
2024-06-07,336,1811,3817,350,346,7.9711428571428575,2789.9,8.802724652868745,1.0416666666666667,1.0297619047619047
2024-06-08,310,1811,3834,321,319,7.87018691588785,2526.33,8.085550339071466,1.0354838709677419,1.0290322580645161
2024-06-09,362,1859,3867,374,370,8.18302139037433,3060.45,9.361261960175847,1.0331491712707181,1.022099447513812
2024-06-10,349,1877,3893,363,363,7.7388429752066115,2809.2,8.96480863087593,1.0401146131805157,1.0401146131805157
2024-06-11,352,1904,3920,360,358,7.744944444444444,2788.18,8.979591836734693,1.0227272727272727,1.0170454545454546
2024-06-12,329,1911,3944,335,334,7.790417910447761,2609.79,8.341784989858011,1.0182370820668694,1.0151975683890577
2024-06-13,355,1926,3973,373,367,7.231715817694369,2697.43,8.935313365215203,1.0507042253521126,1.0338028169014084
2024-06-14,327,1912,3994,341,335,8.22982404692082,2806.37,8.187280921382072,1.0428134556574924,1.0244648318042813
2024-06-15,373,1959,4027,382,379,7.750942408376964,2960.86,9.262478271666252,1.0241286863270778,1.0160857908847185
2024-06-16,356,1970,4053,364,360,7.3446978021978016,2673.47,8.783617073772513,1.0224719101123596,1.0112359550561798
2024-06-17,371,1982,4083,392,386,7.355688775510203,2883.43,9.08645603722753,1.0566037735849056,1.0404312668463611
2024-06-18,370,1995,4118,387,384,7.666899224806202,2967.09,8.984944147644487,1.045945945945946,1.037837837837838
2024-06-19,347,2022,4140,359,357,7.4333147632311976,2668.56,8.381642512077295,1.0345821325648414,1.0288184438040346
2024-06-20,365,2014,4157,380,373,8.004894736842106,3041.86,8.780370459465962,1.0410958904109588,1.021917808219178
2024-06-21,368,2048,4207,384,381,8.00890625,3075.42,8.747325885429047,1.0434782608695652,1.0353260869565217
2024-06-22,359,2041,4252,374,370,7.6817379679144375,2872.97,8.443085606773284,1.041782729805014,1.0306406685236769
2024-06-23,408,2076,4297,433,426,7.86662817551963,3406.25,9.494996509192461,1.0612745098039216,1.0441176470588236
2024-06-24,394,2078,4330,415,406,7.748530120481927,3215.64,9.099307159353348,1.0532994923857868,1.0304568527918783
2024-06-25,396,2124,4365,414,405,8.011884057971015,3316.92,9.072164948453608,1.0454545454545454,1.0227272727272727
2024-06-26,401,2150,4394,426,420,7.594460093896713,3235.24,9.126081019572144,1.0623441396508728,1.0473815461346634
2024-06-27,408,2207,4432,425,419,7.968211764705882,3386.49,9.2057761732852,1.0416666666666667,1.0269607843137254
2024-06-28,374,2200,4466,386,385,7.90660621761658,3051.95,8.374384236453201,1.032085561497326,1.0294117647058822
2024-06-29,405,2232,4506,422,419,7.750616113744075,3270.7599999999998,8.988015978695072,1.0419753086419754,1.0345679012345679
2024-06-30,375,2216,4528,387,385,7.53656330749354,2916.65,8.281802120141343,1.032,1.0266666666666666
2024-07-01,410,2244,4562,423,421,8.146713947990543,3446.06,8.987286277948268,1.0317073170731708,1.026829268292683
2024-07-02,411,2218,4589,438,433,7.389200913242009,3236.47,8.95619960775768,1.0656934306569343,1.0535279805352797
2024-07-03,408,2225,4610,424,417,7.694457547169811,3262.45,8.850325379609544,1.0392156862745099,1.0220588235294117
2024-07-04,437,2230,4648,458,446,8.131069868995633,3724.03,9.401893287435456,1.0480549199084668,1.0205949656750573
2024-07-05,439,2289,4688,464,460,7.397693965517242,3432.53,9.364334470989762,1.0569476082004556,1.0478359908883828
2024-07-06,425,2325,4721,457,447,7.787549234135667,3558.91,9.002330014827367,1.0752941176470587,1.051764705882353
2024-07-07,401,2359,4757,415,412,8.045807228915663,3339.01,8.429682573050242,1.0349127182044888,1.027431421446384
2024-07-08,429,2392,4785,450,444,7.350733333333333,3307.83,8.96551724137931,1.048951048951049,1.034965034965035
2024-07-09,447,2422,4813,468,463,7.578696581196581,3546.83,9.28734676916684,1.0469798657718121,1.0357941834451903
2024-07-10,388,2417,4826,408,403,7.987254901960784,3258.8,8.039784500621632,1.0515463917525774,1.038659793814433
2024-07-11,448,2417,4866,460,456,7.805565217391305,3590.56,9.20674064940403,1.0267857142857142,1.0178571428571428
2024-07-12,452,2435,4917,467,466,7.957987152034262,3716.38,9.1925971120602,1.0331858407079646,1.0309734513274336
2024-07-13,425,2413,4956,443,438,7.68313769751693,3403.63,8.57546408393866,1.0423529411764705,1.0305882352941176
2024-07-14,421,2413,4997,443,435,7.989480812641084,3539.34,8.425055033019811,1.0522565320665083,1.0332541567695963
2024-07-15,432,2392,5020,454,446,8.062973568281938,3660.59,8.60557768924303,1.0509259259259258,1.0324074074074074
2024-07-16,449,2397,5044,471,464,7.838513800424629,3691.94,8.901665344964314,1.0489977728285078,1.0334075723830736
2024-07-17,456,2435,5068,487,474,7.652977412731006,3727.0,8.997632202052092,1.0679824561403508,1.0394736842105263
2024-07-18,461,2457,5101,480,472,7.867145833333334,3776.23,9.037443638502255,1.0412147505422993,1.0238611713665944
2024-07-19,467,2469,5138,480,476,7.565541666666666,3631.46,9.089139743090696,1.0278372591006424,1.019271948608137
2024-07-20,484,2517,5174,505,501,7.918356435643564,3998.77,9.35446463084654,1.0433884297520661,1.0351239669421488
2024-07-21,487,2556,5209,516,508,7.730755813953489,3989.07,9.349203301977346,1.0595482546201231,1.0431211498973305
2024-07-22,462,2596,5238,480,472,8.050479166666667,3864.23,8.82016036655212,1.0389610389610389,1.0216450216450217
2024-07-23,488,2629,5261,502,498,7.559262948207171,3794.75,9.275803079262497,1.028688524590164,1.0204918032786885
2024-07-24,487,2640,5297,509,502,7.867799607072691,4004.71,9.193883330186898,1.0451745379876796,1.0308008213552362
2024-07-25,440,2622,5309,458,453,8.119323144104804,3718.65,8.287813147485403,1.040909090909091,1.0295454545454545
2024-07-26,464,2638,5353,482,477,7.289522821576764,3513.55,8.668036614982253,1.0387931034482758,1.0280172413793103
2024-07-27,482,2635,5402,504,499,7.776011904761905,3919.11,8.922621251388374,1.045643153526971,1.0352697095435686
2024-07-28,463,2613,5437,479,478,7.759227557411274,3716.67,8.515725583961743,1.0345572354211663,1.0323974082073435
2024-07-29,481,2621,5454,491,489,7.864765784114053,3861.6,8.81921525485882,1.0207900207900207,1.0166320166320166
2024-07-30,518,2640,5489,530,527,8.206056603773584,4349.21,9.437055930041902,1.0231660231660231,1.0173745173745175
2024-07-31,488,2647,5527,508,503,7.92763779527559,4027.24,8.829383028767866,1.040983606557377,1.0307377049180328
2024-08-01,499,2681,5554,516,510,8.095717054263567,4177.39,8.984515664386027,1.034068136272545,1.0220440881763526
2024-08-02,563,2752,5619,582,579,7.743831615120275,4506.91,10.01957643708845,1.0337477797513321,1.0284191829484903
2024-08-03,508,2771,5638,531,526,8.08864406779661,4295.07,9.010287335934729,1.045275590551181,1.0354330708661417
2024-08-04,521,2817,5666,546,540,7.932051282051281,4330.9,9.195199435227675,1.0479846449136276,1.036468330134357
2024-08-05,499,2839,5686,515,511,8.450019417475728,4351.76,8.775940907492085,1.032064128256513,1.0240480961923848
2024-08-06,568,2893,5730,603,598,7.980912106135986,4812.49,9.912739965095986,1.0616197183098592,1.0528169014084507
2024-08-07,500,2893,5760,526,520,7.885950570342206,4148.01,8.680555555555555,1.052,1.04
2024-08-08,531,2887,5799,557,551,8.05874326750449,4488.72,9.156751163993793,1.048964218455744,1.0376647834274952
2024-08-09,527,2869,5850,542,541,7.6976752767527685,4172.14,9.008547008547009,1.0284629981024669,1.0265654648956357
2024-08-10,507,2896,5869,528,523,7.769109848484849,4102.09,8.638609643891634,1.0414201183431953,1.0315581854043392
2024-08-11,560,2939,5886,579,571,7.974611398963731,4617.3,9.514101257220524,1.0339285714285715,1.019642857142857
2024-08-12,528,2962,5897,555,550,7.925441441441441,4398.62,8.953705273868069,1.0511363636363635,1.0416666666666667
2024-08-13,535,2917,5922,562,557,7.663078291814946,4306.65,9.034110097939884,1.050467289719626,1.0411214953271029
2024-08-14,558,2970,5941,574,571,8.126045296167248,4664.35,9.392358188857095,1.028673835125448,1.0232974910394266
2024-08-15,562,3005,5980,590,581,7.638067796610169,4506.46,9.397993311036789,1.0498220640569396,1.0338078291814947
2024-08-16,481,2973,6003,506,499,7.9731027667984185,4034.39,8.012660336498417,1.051975051975052,1.0374220374220373
2024-08-17,555,2986,6051,578,572,7.783287197231833,4498.74,9.17203767972236,1.0414414414414415,1.0306306306306305
2024-08-18,609,2989,6070,628,622,7.555971337579617,4745.15,10.0329489291598,1.0311986863711002,1.0213464696223318
2024-08-19,573,3041,6105,588,580,7.8186904761904765,4597.39,9.385749385749385,1.0261780104712042,1.012216404886562
2024-08-20,566,3039,6123,595,585,7.697243697478991,4579.86,9.24383472154173,1.0512367491166077,1.0335689045936396
2024-08-21,558,3054,6150,587,578,7.702538330494038,4521.39,9.073170731707316,1.0519713261648747,1.03584229390681
2024-08-22,585,3076,6176,608,601,7.806907894736843,4746.6,9.472150259067359,1.0393162393162394,1.0273504273504273
2024-08-23,600,3152,6208,625,619,7.815504,4884.69,9.664948453608249,1.0416666666666667,1.0316666666666667
2024-08-24,596,3187,6268,624,620,8.075785256410256,5039.29,9.508615188257817,1.0469798657718121,1.0402684563758389
2024-08-25,557,3151,6304,583,575,8.108096054888508,4727.02,8.835659898477157,1.0466786355475763,1.0323159784560143
2024-08-26,588,3183,6346,614,609,8.019609120521173,4924.04,9.26567916797983,1.0442176870748299,1.0357142857142858
2024-08-27,570,3197,6378,602,587,8.013521594684386,4824.14,8.936970837253057,1.056140350877193,1.0298245614035089
2024-08-28,604,3251,6397,630,624,7.8238095238095235,4929.0,9.441925902766922,1.0430463576158941,1.033112582781457
2024-08-29,615,3247,6423,638,630,7.83873040752351,5001.11,9.574964969640355,1.0373983739837398,1.024390243902439
2024-08-30,585,3243,6447,618,610,8.240501618122977,5092.63,9.073987901349465,1.0564102564102564,1.0427350427350428
2024-08-31,596,3256,6492,620,610,7.718693548387097,4785.59,9.18052988293284,1.0402684563758389,1.023489932885906
2024-09-01,650,3301,6525,670,664,8.169611940298507,5473.64,9.961685823754788,1.0307692307692307,1.0215384615384615
2024-09-02,571,3295,6558,597,588,7.479514237855947,4465.27,8.706922842329979,1.0455341506129596,1.0297723292469352
2024-09-03,613,3335,6586,631,627,7.785467511885895,4912.63,9.307622228970544,1.0293637846655792,1.0228384991843393
2024-09-04,644,3360,6639,669,662,7.782630792227205,5206.58,9.70025606266004,1.0388198757763976,1.0279503105590062
2024-09-05,643,3365,6675,675,665,8.00168888888889,5401.14,9.632958801498127,1.0497667185069985,1.0342146189735615
2024-09-06,628,3366,6707,651,647,8.1442089093702,5301.88,9.363351722081408,1.036624203821656,1.0302547770700636
2024-09-07,611,3388,6721,636,629,7.758977987421384,4934.71,9.090909090909092,1.0409165302782324,1.0294599018003274
2024-09-08,609,3351,6729,635,632,7.834125984251969,4974.67,9.050378956754347,1.0426929392446633,1.0377668308702792
2024-09-09,597,3383,6758,634,623,7.848186119873817,4975.75,8.833974548683042,1.0619765494137354,1.0435510887772195
2024-09-10,616,3436,6793,643,634,7.490435458786937,4816.35,9.068158398351244,1.0438311688311688,1.0292207792207793
2024-09-11,640,3434,6822,665,658,7.828571428571428,5206.0,9.381413075344474,1.0390625,1.028125
2024-09-12,633,3420,6863,658,654,7.410395136778115,4876.04,9.223371703336733,1.0394944707740916,1.033175355450237
2024-09-13,622,3421,6896,654,646,7.997584097859328,5230.42,9.019721577726218,1.0514469453376205,1.0385852090032155
