user_id,total_mrr,average_monthly_revenue,active_months,plans_used,estimated_annual_value
U008765,5771.0,199.0,29,1,2388.0
U023369,5771.0,199.0,29,1,2388.0
U020480,5572.0,199.0,28,1,2388.0
U009566,5572.0,199.0,28,1,2388.0
U001309,5572.0,199.0,28,1,2388.0
U023508,5572.0,199.0,28,1,2388.0
U023895,5572.0,199.0,28,1,2388.0
U023732,5572.0,199.0,28,1,2388.0
U020459,5572.0,199.0,28,1,2388.0
U006094,5572.0,199.0,28,1,2388.0
U006414,5572.0,199.0,28,1,2388.0
U016541,5572.0,199.0,28,1,2388.0
U008201,5572.0,199.0,28,1,2388.0
U015152,5572.0,199.0,28,1,2388.0
U023736,5572.0,199.0,28,1,2388.0
U015909,5572.0,199.0,28,1,2388.0
U022236,5572.0,199.0,28,1,2388.0
U023862,5572.0,199.0,28,1,2388.0
U005137,5572.0,199.0,28,1,2388.0
U014949,5572.0,199.0,28,1,2388.0
U009570,5572.0,199.0,28,1,2388.0
U026912,5572.0,199.0,28,1,2388.0
U020557,5572.0,199.0,28,1,2388.0
U005702,5572.0,199.0,28,1,2388.0
U022305,5572.0,199.0,28,1,2388.0
U008358,5572.0,199.0,28,1,2388.0
U022201,5572.0,199.0,28,1,2388.0
U004698,5572.0,199.0,28,1,2388.0
U008867,5572.0,199.0,28,1,2388.0
U013041,5572.0,199.0,28,1,2388.0
U008141,5572.0,199.0,28,1,2388.0
U028617,5572.0,199.0,28,1,2388.0
U014367,5572.0,199.0,28,1,2388.0
U028676,5572.0,199.0,28,1,2388.0
U004543,5572.0,199.0,28,1,2388.0
U011614,5572.0,199.0,28,1,2388.0
U025528,5572.0,199.0,28,1,2388.0
U023117,5572.0,199.0,28,1,2388.0
U028827,5572.0,199.0,28,1,2388.0
U029134,5572.0,199.0,28,1,2388.0
U007285,5572.0,199.0,28,1,2388.0
U005418,5572.0,199.0,28,1,2388.0
U007450,5572.0,199.0,28,1,2388.0
U014903,5572.0,199.0,28,1,2388.0
U002548,5572.0,199.0,28,1,2388.0
U023631,5572.0,199.0,28,1,2388.0
U001337,5572.0,199.0,28,1,2388.0
U022269,5572.0,199.0,28,1,2388.0
U017093,5572.0,199.0,28,1,2388.0
U002916,5572.0,199.0,28,1,2388.0
U007154,5572.0,199.0,28,1,2388.0
U006698,5572.0,199.0,28,1,2388.0
U014068,5572.0,199.0,28,1,2388.0
U002405,5572.0,199.0,28,1,2388.0
U019439,5572.0,199.0,28,1,2388.0
U003032,5572.0,199.0,28,1,2388.0
U007065,5572.0,199.0,28,1,2388.0
U007575,5572.0,199.0,28,1,2388.0
U015832,5572.0,199.0,28,1,2388.0
U002300,5572.0,199.0,28,1,2388.0
U001609,5572.0,199.0,28,1,2388.0
U019994,5572.0,199.0,28,1,2388.0
U010019,5572.0,199.0,28,1,2388.0
U017345,5572.0,199.0,28,1,2388.0
U020635,5572.0,199.0,28,1,2388.0
U020188,5572.0,199.0,28,1,2388.0
U020347,5572.0,199.0,28,1,2388.0
U018922,5572.0,199.0,28,1,2388.0
U025713,5572.0,199.0,28,1,2388.0
U016864,5572.0,199.0,28,1,2388.0
U001231,5572.0,199.0,28,1,2388.0
U013320,5572.0,199.0,28,1,2388.0
U012561,5572.0,199.0,28,1,2388.0
U006663,5373.0,199.0,27,1,2388.0
U016550,5373.0,199.0,27,1,2388.0
U002390,5373.0,199.0,27,1,2388.0
U014153,5373.0,199.0,27,1,2388.0
U028451,5373.0,199.0,27,1,2388.0
U023033,5373.0,199.0,27,1,2388.0
U012938,5373.0,199.0,27,1,2388.0
U025471,5373.0,199.0,27,1,2388.0
U024078,5373.0,199.0,27,1,2388.0
U020448,5373.0,199.0,27,1,2388.0
U007235,5373.0,199.0,27,1,2388.0
U017166,5373.0,199.0,27,1,2388.0
U016894,5373.0,199.0,27,1,2388.0
U022310,5373.0,199.0,27,1,2388.0
U028664,5373.0,199.0,27,1,2388.0
U001413,5373.0,199.0,27,1,2388.0
U017602,5373.0,199.0,27,1,2388.0
U022561,5373.0,199.0,27,1,2388.0
U012547,5373.0,199.0,27,1,2388.0
U018338,5373.0,199.0,27,1,2388.0
U028947,5373.0,199.0,27,1,2388.0
U027288,5373.0,199.0,27,1,2388.0
U009923,5373.0,199.0,27,1,2388.0
U017967,5373.0,199.0,27,1,2388.0
U007500,5373.0,199.0,27,1,2388.0
U005583,5373.0,199.0,27,1,2388.0
U013675,5373.0,199.0,27,1,2388.0
U002748,5373.0,199.0,27,1,2388.0
U028907,5373.0,199.0,27,1,2388.0
U012964,5373.0,199.0,27,1,2388.0
U014963,5373.0,199.0,27,1,2388.0
U003857,5373.0,199.0,27,1,2388.0
U011130,5373.0,199.0,27,1,2388.0
U017103,5373.0,199.0,27,1,2388.0
U008850,5373.0,199.0,27,1,2388.0
U015694,5373.0,199.0,27,1,2388.0
U010329,5373.0,199.0,27,1,2388.0
U006507,5373.0,199.0,27,1,2388.0
U026521,5373.0,199.0,27,1,2388.0
U023358,5373.0,199.0,27,1,2388.0
U022100,5373.0,199.0,27,1,2388.0
U002072,5373.0,199.0,27,1,2388.0
U004310,5373.0,199.0,27,1,2388.0
U004876,5373.0,199.0,27,1,2388.0
U003527,5373.0,199.0,27,1,2388.0
U005755,5373.0,199.0,27,1,2388.0
U020461,5373.0,199.0,27,1,2388.0
U015906,5373.0,199.0,27,1,2388.0
U014857,5373.0,199.0,27,1,2388.0
U025702,5373.0,199.0,27,1,2388.0
U016929,5373.0,199.0,27,1,2388.0
U025018,5373.0,199.0,27,1,2388.0
U020713,5373.0,199.0,27,1,2388.0
U029258,5373.0,199.0,27,1,2388.0
U026479,5373.0,199.0,27,1,2388.0
U009130,5373.0,199.0,27,1,2388.0
U007682,5373.0,199.0,27,1,2388.0
U018601,5373.0,199.0,27,1,2388.0
U020588,5373.0,199.0,27,1,2388.0
U013181,5373.0,199.0,27,1,2388.0
U017420,5373.0,199.0,27,1,2388.0
U019101,5373.0,199.0,27,1,2388.0
U003340,5373.0,199.0,27,1,2388.0
U027344,5373.0,199.0,27,1,2388.0
U011611,5373.0,199.0,27,1,2388.0
U015230,5373.0,199.0,27,1,2388.0
U010688,5373.0,199.0,27,1,2388.0
U025177,5373.0,199.0,27,1,2388.0
U007725,5373.0,199.0,27,1,2388.0
U025680,5174.0,199.0,26,1,2388.0
U001535,5174.0,199.0,26,1,2388.0
U001995,5174.0,199.0,26,1,2388.0
U008234,5174.0,199.0,26,1,2388.0
U003591,5174.0,199.0,26,1,2388.0
U022823,5174.0,199.0,26,1,2388.0
U028992,5174.0,199.0,26,1,2388.0
U027576,5174.0,199.0,26,1,2388.0
U025720,5174.0,199.0,26,1,2388.0
U011987,5174.0,199.0,26,1,2388.0
U022496,5174.0,199.0,26,1,2388.0
U002715,5174.0,199.0,26,1,2388.0
U010223,5174.0,199.0,26,1,2388.0
U024438,5174.0,199.0,26,1,2388.0
U017120,5174.0,199.0,26,1,2388.0
U005378,5174.0,199.0,26,1,2388.0
U011847,5174.0,199.0,26,1,2388.0
U019389,5174.0,199.0,26,1,2388.0
U020422,5174.0,199.0,26,1,2388.0
U028324,5174.0,199.0,26,1,2388.0
U023283,5174.0,199.0,26,1,2388.0
U008070,5174.0,199.0,26,1,2388.0
U012291,5174.0,199.0,26,1,2388.0
U006909,5174.0,199.0,26,1,2388.0
U018107,5174.0,199.0,26,1,2388.0
U009941,5174.0,199.0,26,1,2388.0
U005426,5174.0,199.0,26,1,2388.0
U026604,5174.0,199.0,26,1,2388.0
U002128,5174.0,199.0,26,1,2388.0
U018991,5174.0,199.0,26,1,2388.0
U022451,5174.0,199.0,26,1,2388.0
U008263,5174.0,199.0,26,1,2388.0
U020415,5174.0,199.0,26,1,2388.0
U020726,5174.0,199.0,26,1,2388.0
U026180,5174.0,199.0,26,1,2388.0
U008952,5174.0,199.0,26,1,2388.0
U006985,5174.0,199.0,26,1,2388.0
U026916,5174.0,199.0,26,1,2388.0
U008306,5174.0,199.0,26,1,2388.0
U002862,5174.0,199.0,26,1,2388.0
U012942,5174.0,199.0,26,1,2388.0
U018180,5174.0,199.0,26,1,2388.0
U027749,5174.0,199.0,26,1,2388.0
U010852,5174.0,199.0,26,1,2388.0
U008394,5174.0,199.0,26,1,2388.0
U003444,5174.0,199.0,26,1,2388.0
U016131,5174.0,199.0,26,1,2388.0
U005208,5174.0,199.0,26,1,2388.0
U005008,5174.0,199.0,26,1,2388.0
U011558,5174.0,199.0,26,1,2388.0
U024251,5174.0,199.0,26,1,2388.0
U007057,5174.0,199.0,26,1,2388.0
U010029,5174.0,199.0,26,1,2388.0
U026809,5174.0,199.0,26,1,2388.0
U013672,5174.0,199.0,26,1,2388.0
U001531,5174.0,199.0,26,1,2388.0
U002854,5174.0,199.0,26,1,2388.0
U012084,5174.0,199.0,26,1,2388.0
U017226,5174.0,199.0,26,1,2388.0
U016425,5174.0,199.0,26,1,2388.0
U017960,5174.0,199.0,26,1,2388.0
U014601,5174.0,199.0,26,1,2388.0
U007710,5174.0,199.0,26,1,2388.0
U021363,5174.0,199.0,26,1,2388.0
U024132,5174.0,199.0,26,1,2388.0
U003119,5174.0,199.0,26,1,2388.0
U005120,4975.0,199.0,25,1,2388.0
U005337,4975.0,199.0,25,1,2388.0
U029413,4975.0,199.0,25,1,2388.0
U012864,4975.0,199.0,25,1,2388.0
U010566,4975.0,199.0,25,1,2388.0
U007460,4975.0,199.0,25,1,2388.0
U028736,4975.0,199.0,25,1,2388.0
U023006,4975.0,199.0,25,1,2388.0
U011856,4975.0,199.0,25,1,2388.0
U023135,4975.0,199.0,25,1,2388.0
U009925,4975.0,199.0,25,1,2388.0
U025817,4975.0,199.0,25,1,2388.0
U024394,4975.0,199.0,25,1,2388.0
U022471,4975.0,199.0,25,1,2388.0
U006259,4975.0,199.0,25,1,2388.0
U019819,4975.0,199.0,25,1,2388.0
U026538,4975.0,199.0,25,1,2388.0
U028679,4975.0,199.0,25,1,2388.0
U006848,4975.0,199.0,25,1,2388.0
U022132,4975.0,199.0,25,1,2388.0
U004707,4975.0,199.0,25,1,2388.0
U020035,4975.0,199.0,25,1,2388.0
U028075,4975.0,199.0,25,1,2388.0
U008150,4975.0,199.0,25,1,2388.0
U009082,4975.0,199.0,25,1,2388.0
U021407,4975.0,199.0,25,1,2388.0
U026603,4975.0,199.0,25,1,2388.0
U021756,4975.0,199.0,25,1,2388.0
U027028,4975.0,199.0,25,1,2388.0
U018907,4975.0,199.0,25,1,2388.0
U022869,4975.0,199.0,25,1,2388.0
U011615,4975.0,199.0,25,1,2388.0
U026008,4975.0,199.0,25,1,2388.0
U020394,4975.0,199.0,25,1,2388.0
U006733,4975.0,199.0,25,1,2388.0
U020029,4975.0,199.0,25,1,2388.0
U004977,4975.0,199.0,25,1,2388.0
U004909,4975.0,199.0,25,1,2388.0
U019656,4975.0,199.0,25,1,2388.0
U027173,4975.0,199.0,25,1,2388.0
U025249,4975.0,199.0,25,1,2388.0
U027218,4975.0,199.0,25,1,2388.0
U004359,4975.0,199.0,25,1,2388.0
U006401,4975.0,199.0,25,1,2388.0
U006845,4975.0,199.0,25,1,2388.0
U018466,4975.0,199.0,25,1,2388.0
U019466,4975.0,199.0,25,1,2388.0
U023423,4975.0,199.0,25,1,2388.0
U005835,4975.0,199.0,25,1,2388.0
U026723,4975.0,199.0,25,1,2388.0
U029512,4975.0,199.0,25,1,2388.0
U003960,4975.0,199.0,25,1,2388.0
U022473,4975.0,199.0,25,1,2388.0
U024938,4975.0,199.0,25,1,2388.0
U019598,4975.0,199.0,25,1,2388.0
U011438,4975.0,199.0,25,1,2388.0
U007787,4975.0,199.0,25,1,2388.0
U001516,4975.0,199.0,25,1,2388.0
U005242,4975.0,199.0,25,1,2388.0
U005468,4975.0,199.0,25,1,2388.0
U006962,4975.0,199.0,25,1,2388.0
U014816,4975.0,199.0,25,1,2388.0
U003692,4975.0,199.0,25,1,2388.0
U021219,4975.0,199.0,25,1,2388.0
U016300,4975.0,199.0,25,1,2388.0
U013428,4975.0,199.0,25,1,2388.0
U026774,4975.0,199.0,25,1,2388.0
U007686,4975.0,199.0,25,1,2388.0
U027377,4975.0,199.0,25,1,2388.0
U024202,4975.0,199.0,25,1,2388.0
U015353,4975.0,199.0,25,1,2388.0
U020860,4975.0,199.0,25,1,2388.0
U019056,4776.0,199.0,24,1,2388.0
U016705,4776.0,199.0,24,1,2388.0
U027402,4776.0,199.0,24,1,2388.0
U007129,4776.0,199.0,24,1,2388.0
U005193,4776.0,199.0,24,1,2388.0
U017623,4776.0,199.0,24,1,2388.0
U022751,4776.0,199.0,24,1,2388.0
U027256,4776.0,199.0,24,1,2388.0
U023956,4776.0,199.0,24,1,2388.0
U003079,4776.0,199.0,24,1,2388.0
U024533,4776.0,199.0,24,1,2388.0
U000504,4776.0,199.0,24,1,2388.0
U024456,4776.0,199.0,24,1,2388.0
U020174,4776.0,199.0,24,1,2388.0
U024891,4776.0,199.0,24,1,2388.0
U015087,4776.0,199.0,24,1,2388.0
U013416,4776.0,199.0,24,1,2388.0
U012642,4776.0,199.0,24,1,2388.0
U004255,4776.0,199.0,24,1,2388.0
U001987,4776.0,199.0,24,1,2388.0
U017594,4776.0,199.0,24,1,2388.0
U001094,4776.0,199.0,24,1,2388.0
U002645,4776.0,199.0,24,1,2388.0
U011694,4776.0,199.0,24,1,2388.0
U006914,4776.0,199.0,24,1,2388.0
U009935,4776.0,199.0,24,1,2388.0
U008061,4776.0,199.0,24,1,2388.0
U006305,4776.0,199.0,24,1,2388.0
U016745,4776.0,199.0,24,1,2388.0
U012979,4776.0,199.0,24,1,2388.0
U017309,4776.0,199.0,24,1,2388.0
U012004,4776.0,199.0,24,1,2388.0
U017277,4776.0,199.0,24,1,2388.0
U014889,4776.0,199.0,24,1,2388.0
U016453,4776.0,199.0,24,1,2388.0
U001694,4776.0,199.0,24,1,2388.0
U014890,4776.0,199.0,24,1,2388.0
U025508,4776.0,199.0,24,1,2388.0
U021633,4776.0,199.0,24,1,2388.0
U016477,4776.0,199.0,24,1,2388.0
U009601,4776.0,199.0,24,1,2388.0
U003329,4776.0,199.0,24,1,2388.0
U029296,4776.0,199.0,24,1,2388.0
U018510,4776.0,199.0,24,1,2388.0
U021460,4776.0,199.0,24,1,2388.0
U003986,4776.0,199.0,24,1,2388.0
U012350,4776.0,199.0,24,1,2388.0
U015786,4776.0,199.0,24,1,2388.0
U015877,4776.0,199.0,24,1,2388.0
U014727,4776.0,199.0,24,1,2388.0
U013963,4776.0,199.0,24,1,2388.0
U014489,4776.0,199.0,24,1,2388.0
U005256,4776.0,199.0,24,1,2388.0
U002614,4776.0,199.0,24,1,2388.0
U025350,4776.0,199.0,24,1,2388.0
U012133,4776.0,199.0,24,1,2388.0
U015249,4776.0,199.0,24,1,2388.0
U000950,4776.0,199.0,24,1,2388.0
U009242,4776.0,199.0,24,1,2388.0
U021022,4776.0,199.0,24,1,2388.0
U008709,4776.0,199.0,24,1,2388.0
U022909,4776.0,199.0,24,1,2388.0
U024400,4577.0,199.0,23,1,2388.0
U004649,4577.0,199.0,23,1,2388.0
U021038,4577.0,199.0,23,1,2388.0
U008420,4577.0,199.0,23,1,2388.0
U011582,4577.0,199.0,23,1,2388.0
U027560,4577.0,199.0,23,1,2388.0
U018373,4577.0,199.0,23,1,2388.0
U006398,4577.0,199.0,23,1,2388.0
U002971,4577.0,199.0,23,1,2388.0
U025779,4577.0,199.0,23,1,2388.0
U016350,4577.0,199.0,23,1,2388.0
U020122,4577.0,199.0,23,1,2388.0
U028510,4577.0,199.0,23,1,2388.0
U000601,4577.0,199.0,23,1,2388.0
U014239,4577.0,199.0,23,1,2388.0
U020180,4577.0,199.0,23,1,2388.0
U005511,4577.0,199.0,23,1,2388.0
U020948,4577.0,199.0,23,1,2388.0
U020285,4577.0,199.0,23,1,2388.0
U026810,4577.0,199.0,23,1,2388.0
U020269,4577.0,199.0,23,1,2388.0
U025623,4577.0,199.0,23,1,2388.0
U029271,4577.0,199.0,23,1,2388.0
U021822,4577.0,199.0,23,1,2388.0
U022434,4577.0,199.0,23,1,2388.0
U010167,4577.0,199.0,23,1,2388.0
U028738,4577.0,199.0,23,1,2388.0
U014455,4577.0,199.0,23,1,2388.0
U026759,4577.0,199.0,23,1,2388.0
U007878,4577.0,199.0,23,1,2388.0
U010307,4577.0,199.0,23,1,2388.0
U017920,4577.0,199.0,23,1,2388.0
U017865,4577.0,199.0,23,1,2388.0
U004330,4577.0,199.0,23,1,2388.0
U020270,4577.0,199.0,23,1,2388.0
U012593,4577.0,199.0,23,1,2388.0
U002026,4577.0,199.0,23,1,2388.0
U022612,4577.0,199.0,23,1,2388.0
U005490,4577.0,199.0,23,1,2388.0
U014027,4577.0,199.0,23,1,2388.0
U011269,4577.0,199.0,23,1,2388.0
U006287,4577.0,199.0,23,1,2388.0
U029619,4577.0,199.0,23,1,2388.0
U026605,4577.0,199.0,23,1,2388.0
U005706,4577.0,199.0,23,1,2388.0
U017354,4577.0,199.0,23,1,2388.0
U014060,4577.0,199.0,23,1,2388.0
U013292,4577.0,199.0,23,1,2388.0
U012425,4577.0,199.0,23,1,2388.0
U012289,4577.0,199.0,23,1,2388.0
U005555,4577.0,199.0,23,1,2388.0
U018967,4577.0,199.0,23,1,2388.0
U009029,4577.0,199.0,23,1,2388.0
U021969,4577.0,199.0,23,1,2388.0
U006473,4577.0,199.0,23,1,2388.0
U009513,4577.0,199.0,23,1,2388.0
U005880,4577.0,199.0,23,1,2388.0
U009510,4577.0,199.0,23,1,2388.0
U023178,4577.0,199.0,23,1,2388.0
U013251,4577.0,199.0,23,1,2388.0
U017299,4577.0,199.0,23,1,2388.0
U026560,4577.0,199.0,23,1,2388.0
U012726,4577.0,199.0,23,1,2388.0
U025392,4577.0,199.0,23,1,2388.0
U029150,4577.0,199.0,23,1,2388.0
U016450,4577.0,199.0,23,1,2388.0
U025608,4577.0,199.0,23,1,2388.0
U010668,4577.0,199.0,23,1,2388.0
U015988,4577.0,199.0,23,1,2388.0
U002246,4577.0,199.0,23,1,2388.0
U017241,4577.0,199.0,23,1,2388.0
U002721,4577.0,199.0,23,1,2388.0
U027075,4577.0,199.0,23,1,2388.0
U001581,4577.0,199.0,23,1,2388.0
U027505,4577.0,199.0,23,1,2388.0
U005072,4577.0,199.0,23,1,2388.0
U028023,4577.0,199.0,23,1,2388.0
U009756,4577.0,199.0,23,1,2388.0
U002803,4577.0,199.0,23,1,2388.0
U026856,4577.0,199.0,23,1,2388.0
U007242,4577.0,199.0,23,1,2388.0
U007006,4577.0,199.0,23,1,2388.0
U020628,4577.0,199.0,23,1,2388.0
U025452,4577.0,199.0,23,1,2388.0
U005794,4577.0,199.0,23,1,2388.0
U000279,4577.0,199.0,23,1,2388.0
U026852,4577.0,199.0,23,1,2388.0
U029236,4378.0,199.0,22,1,2388.0
U002194,4378.0,199.0,22,1,2388.0
U008468,4378.0,199.0,22,1,2388.0
U010103,4378.0,199.0,22,1,2388.0
U019098,4378.0,199.0,22,1,2388.0
U026419,4378.0,199.0,22,1,2388.0
U011361,4378.0,199.0,22,1,2388.0
U014573,4378.0,199.0,22,1,2388.0
U014544,4378.0,199.0,22,1,2388.0
U009072,4378.0,199.0,22,1,2388.0
U029174,4378.0,199.0,22,1,2388.0
U023419,4378.0,199.0,22,1,2388.0
U012001,4378.0,199.0,22,1,2388.0
U004316,4378.0,199.0,22,1,2388.0
U003970,4378.0,199.0,22,1,2388.0
U014400,4378.0,199.0,22,1,2388.0
U002263,4378.0,199.0,22,1,2388.0
U012211,4378.0,199.0,22,1,2388.0
U009651,4378.0,199.0,22,1,2388.0
