user_id,churn,plan,billing_frequency,trial,acquisition_source,monthly_recurring_revenue,annual_contract_value,tenure_days,upgrade_count,downgrade_count,upgrade_downgrade_ratio,total_mrr,average_monthly_revenue,active_months,plans_used,estimated_annual_value,revenue_per_active_month,tenure_months,has_upgrade,has_downgrade,upgrade_minus_downgrade,revenue_tier
U012678,0,starter,monthly,true,self-serve,29.0,348.0,937,1,0,1.0,899.0,29.0,31,1,348.0,29.0,30.781865965834427,1,0,1,Low
U004557,0,professional,annual,true,self-serve,79.0,948.0,936,1,0,1.0,2449.0,79.0,31,1,948.0,79.0,30.749014454664913,1,0,1,Medium
U002343,0,free,unknown,true,self-serve,0.0,0.0,936,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.749014454664913,0,0,0,Free
U016398,0,free,unknown,true,self-serve,0.0,0.0,936,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.749014454664913,0,0,0,Free
U006771,0,professional,annual,false,self-serve,79.0,948.0,936,0,0,0.0,2449.0,79.0,31,1,948.0,79.0,30.749014454664913,0,0,0,Medium
U011245,0,free,unknown,true,self-serve,0.0,0.0,936,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.749014454664913,0,0,0,Free
U029242,0,professional,monthly,true,sales-assisted,79.0,948.0,936,1,1,1.0,2449.0,79.0,31,1,948.0,79.0,30.749014454664913,1,1,0,Medium
U005144,0,free,unknown,true,self-serve,0.0,0.0,936,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.749014454664913,0,0,0,Free
U013778,0,free,unknown,true,self-serve,0.0,0.0,936,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.749014454664913,0,0,0,Free
U029784,0,professional,monthly,false,sales-assisted,79.0,948.0,936,0,0,0.0,2449.0,79.0,31,1,948.0,79.0,30.749014454664913,0,0,0,Medium
U025089,0,enterprise,monthly,false,self-serve,199.0,2388.0,936,0,1,0.0,6169.0,199.0,31,1,2388.0,199.0,30.749014454664913,0,1,-1,High
U003866,0,free,unknown,true,self-serve,0.0,0.0,936,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.749014454664913,0,0,0,Free
U001544,0,starter,annual,true,self-serve,29.0,348.0,936,1,0,1.0,899.0,29.0,31,1,348.0,29.0,30.749014454664913,1,0,1,Low
U014384,0,professional,monthly,true,sales-assisted,79.0,948.0,935,0,1,0.0,2449.0,79.0,31,1,948.0,79.0,30.716162943495398,0,1,-1,Medium
U005744,1,professional,monthly,true,sales-assisted,79.0,948.0,261,1,0,1.0,711.0,79.0,9,1,948.0,79.0,8.5742444152431,1,0,1,Medium
U012029,0,free,unknown,true,self-serve,0.0,0.0,935,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.716162943495398,0,0,0,Free
U023451,0,professional,monthly,true,self-serve,79.0,948.0,935,0,1,0.0,2449.0,79.0,31,1,948.0,79.0,30.716162943495398,0,1,-1,Medium
U013057,0,free,unknown,true,self-serve,0.0,0.0,935,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.716162943495398,0,0,0,Free
U023551,0,free,unknown,true,self-serve,0.0,0.0,935,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.716162943495398,0,0,0,Free
U006237,0,professional,monthly,false,sales-assisted,79.0,948.0,935,0,0,0.0,2449.0,79.0,31,1,948.0,79.0,30.716162943495398,0,0,0,Medium
U010872,0,professional,monthly,true,partner,79.0,948.0,935,0,0,0.0,2449.0,79.0,31,1,948.0,79.0,30.716162943495398,0,0,0,Medium
U020718,1,professional,monthly,true,self-serve,79.0,948.0,152,1,1,1.0,474.0,79.0,6,1,948.0,79.0,4.993429697766097,1,1,0,Medium
U015880,0,free,unknown,true,self-serve,0.0,0.0,935,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.716162943495398,0,0,0,Free
U029040,0,free,unknown,true,self-serve,0.0,0.0,935,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.716162943495398,0,0,0,Free
U007802,0,free,unknown,true,self-serve,0.0,0.0,935,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.716162943495398,0,0,0,Free
U026425,0,free,unknown,true,self-serve,0.0,0.0,935,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.716162943495398,0,0,0,Free
U009678,0,free,unknown,true,self-serve,0.0,0.0,935,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.716162943495398,0,0,0,Free
U021624,0,starter,monthly,false,self-serve,29.0,348.0,935,3,0,3.0,899.0,29.0,31,1,348.0,29.0,30.716162943495398,1,0,3,Low
U014127,0,free,unknown,true,self-serve,0.0,0.0,935,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.716162943495398,0,0,0,Free
U027906,0,free,unknown,true,self-serve,0.0,0.0,935,1,0,1.0,0.0,0.0,31,1,0.0,0.0,30.716162943495398,1,0,1,Free
U013832,0,professional,monthly,true,self-serve,79.0,948.0,935,0,0,0.0,2449.0,79.0,31,1,948.0,79.0,30.716162943495398,0,0,0,Medium
U023603,0,free,unknown,true,self-serve,0.0,0.0,935,1,0,1.0,0.0,0.0,31,1,0.0,0.0,30.716162943495398,1,0,1,Free
U012880,0,starter,monthly,false,self-serve,29.0,348.0,934,1,0,1.0,899.0,29.0,31,1,348.0,29.0,30.683311432325887,1,0,1,Low
U017978,1,starter,monthly,false,self-serve,29.0,348.0,87,0,0,0.0,116.0,29.0,4,1,348.0,29.0,2.8580814717477003,0,0,0,Low
U003455,1,professional,monthly,true,self-serve,79.0,948.0,137,0,2,0.0,395.0,79.0,5,1,948.0,79.0,4.50065703022339,0,1,-2,Medium
U012267,0,starter,monthly,true,self-serve,29.0,348.0,934,1,0,1.0,899.0,29.0,31,1,348.0,29.0,30.683311432325887,1,0,1,Low
U007963,0,starter,monthly,true,self-serve,29.0,348.0,934,0,0,0.0,899.0,29.0,31,1,348.0,29.0,30.683311432325887,0,0,0,Low
U002134,0,free,unknown,true,self-serve,0.0,0.0,934,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.683311432325887,0,0,0,Free
U026201,0,starter,annual,true,self-serve,29.0,348.0,934,0,0,0.0,899.0,29.0,31,1,348.0,29.0,30.683311432325887,0,0,0,Low
U015560,1,professional,monthly,true,self-serve,79.0,948.0,238,0,1,0.0,711.0,79.0,9,1,948.0,79.0,7.818659658344283,0,1,-1,Medium
U016154,1,professional,annual,true,self-serve,79.0,948.0,151,0,0,0.0,474.0,79.0,6,1,948.0,79.0,4.9605781865965834,0,0,0,Medium
U022456,0,professional,monthly,false,self-serve,79.0,948.0,934,2,2,1.0,2449.0,79.0,31,1,948.0,79.0,30.683311432325887,1,1,0,Medium
U011947,0,free,unknown,true,self-serve,0.0,0.0,934,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.683311432325887,0,0,0,Free
U026019,0,starter,annual,true,self-serve,29.0,348.0,934,1,0,1.0,899.0,29.0,31,1,348.0,29.0,30.683311432325887,1,0,1,Low
U021388,0,free,unknown,true,self-serve,0.0,0.0,934,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.683311432325887,0,0,0,Free
U028822,0,free,unknown,true,self-serve,0.0,0.0,934,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.683311432325887,0,0,0,Free
U025934,0,free,unknown,true,self-serve,0.0,0.0,934,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.683311432325887,0,0,0,Free
U024069,0,enterprise,monthly,true,self-serve,199.0,2388.0,934,0,0,0.0,6169.0,199.0,31,1,2388.0,199.0,30.683311432325887,0,0,0,High
U025304,0,free,unknown,true,self-serve,0.0,0.0,933,2,0,2.0,0.0,0.0,31,1,0.0,0.0,30.650459921156372,1,0,2,Free
U012220,0,free,unknown,true,self-serve,0.0,0.0,933,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.650459921156372,0,0,0,Free
U020386,0,free,unknown,true,self-serve,0.0,0.0,933,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.650459921156372,0,0,0,Free
U004787,0,free,unknown,true,self-serve,0.0,0.0,933,0,1,0.0,0.0,0.0,31,1,0.0,0.0,30.650459921156372,0,1,-1,Free
U009073,0,starter,monthly,true,self-serve,29.0,348.0,933,0,0,0.0,899.0,29.0,31,1,348.0,29.0,30.650459921156372,0,0,0,Low
U020016,0,free,unknown,true,self-serve,0.0,0.0,933,2,0,2.0,0.0,0.0,31,1,0.0,0.0,30.650459921156372,1,0,2,Free
U008018,0,free,unknown,true,self-serve,0.0,0.0,933,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.650459921156372,0,0,0,Free
U024732,0,enterprise,monthly,true,sales-assisted,199.0,2388.0,933,0,0,0.0,6169.0,199.0,31,1,2388.0,199.0,30.650459921156372,0,0,0,High
U024372,0,enterprise,annual,false,self-serve,199.0,2388.0,933,0,2,0.0,6169.0,199.0,31,1,2388.0,199.0,30.650459921156372,0,1,-2,High
U028780,0,professional,monthly,false,sales-assisted,79.0,948.0,933,0,0,0.0,2449.0,79.0,31,1,948.0,79.0,30.650459921156372,0,0,0,Medium
U010358,0,free,unknown,true,self-serve,0.0,0.0,933,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.650459921156372,0,0,0,Free
U024880,0,free,unknown,true,self-serve,0.0,0.0,933,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.650459921156372,0,0,0,Free
U001387,0,enterprise,monthly,true,self-serve,199.0,2388.0,933,3,1,3.0,6169.0,199.0,31,1,2388.0,199.0,30.650459921156372,1,1,2,High
U001250,0,professional,annual,false,sales-assisted,79.0,948.0,933,1,1,1.0,2449.0,79.0,31,1,948.0,79.0,30.650459921156372,1,1,0,Medium
U012485,0,professional,annual,false,self-serve,79.0,948.0,933,1,0,1.0,2449.0,79.0,31,1,948.0,79.0,30.650459921156372,1,0,1,Medium
U024935,0,starter,annual,true,self-serve,29.0,348.0,933,0,0,0.0,899.0,29.0,31,1,348.0,29.0,30.650459921156372,0,0,0,Low
U014106,0,professional,monthly,true,self-serve,79.0,948.0,933,2,2,1.0,2449.0,79.0,31,1,948.0,79.0,30.650459921156372,1,1,0,Medium
U016392,0,professional,monthly,false,sales-assisted,79.0,948.0,933,0,0,0.0,2449.0,79.0,31,1,948.0,79.0,30.650459921156372,0,0,0,Medium
U008221,0,free,unknown,true,self-serve,0.0,0.0,933,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.650459921156372,0,0,0,Free
U004845,0,starter,annual,true,self-serve,29.0,348.0,933,1,0,1.0,899.0,29.0,31,1,348.0,29.0,30.650459921156372,1,0,1,Low
U021033,0,free,unknown,true,self-serve,0.0,0.0,933,1,0,1.0,0.0,0.0,31,1,0.0,0.0,30.650459921156372,1,0,1,Free
U008014,0,professional,monthly,true,sales-assisted,79.0,948.0,933,0,0,0.0,2449.0,79.0,31,1,948.0,79.0,30.650459921156372,0,0,0,Medium
U028381,0,professional,monthly,false,sales-assisted,79.0,948.0,933,1,0,1.0,2449.0,79.0,31,1,948.0,79.0,30.650459921156372,1,0,1,Medium
U023990,0,starter,annual,false,sales-assisted,29.0,348.0,932,0,0,0.0,899.0,29.0,31,1,348.0,29.0,30.617608409986858,0,0,0,Low
U007674,0,free,unknown,true,self-serve,0.0,0.0,932,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.617608409986858,0,0,0,Free
U011758,0,free,unknown,true,self-serve,0.0,0.0,932,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.617608409986858,0,0,0,Free
U018212,0,free,unknown,true,self-serve,0.0,0.0,932,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.617608409986858,0,0,0,Free
U013651,1,professional,monthly,true,self-serve,79.0,948.0,220,2,0,2.0,632.0,79.0,8,1,948.0,79.0,7.227332457293035,1,0,2,Medium
U027454,0,professional,monthly,true,self-serve,79.0,948.0,932,0,0,0.0,2449.0,79.0,31,1,948.0,79.0,30.617608409986858,0,0,0,Medium
U012698,0,free,unknown,true,self-serve,0.0,0.0,932,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.617608409986858,0,0,0,Free
U019583,0,free,unknown,true,self-serve,0.0,0.0,932,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.617608409986858,0,0,0,Free
U017767,1,professional,annual,true,self-serve,79.0,948.0,500,0,0,0.0,1343.0,79.0,17,1,948.0,79.0,16.4257555847569,0,0,0,Medium
U000987,0,professional,monthly,true,sales-assisted,79.0,948.0,932,0,0,0.0,2449.0,79.0,31,1,948.0,79.0,30.617608409986858,0,0,0,Medium
U014169,0,starter,monthly,true,self-serve,29.0,348.0,932,0,1,0.0,899.0,29.0,31,1,348.0,29.0,30.617608409986858,0,1,-1,Low
U016742,0,starter,monthly,true,sales-assisted,29.0,348.0,932,1,1,1.0,899.0,29.0,31,1,348.0,29.0,30.617608409986858,1,1,0,Low
U002682,0,professional,monthly,false,sales-assisted,79.0,948.0,932,1,1,1.0,2449.0,79.0,31,1,948.0,79.0,30.617608409986858,1,1,0,Medium
U009634,0,professional,monthly,true,sales-assisted,79.0,948.0,932,0,0,0.0,2449.0,79.0,31,1,948.0,79.0,30.617608409986858,0,0,0,Medium
U006141,0,free,unknown,true,self-serve,0.0,0.0,932,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.617608409986858,0,0,0,Free
U007502,0,free,unknown,true,self-serve,0.0,0.0,932,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.617608409986858,0,0,0,Free
U021761,0,starter,monthly,false,sales-assisted,29.0,348.0,932,0,0,0.0,899.0,29.0,31,1,348.0,29.0,30.617608409986858,0,0,0,Low
U017495,0,professional,annual,true,self-serve,79.0,948.0,932,2,0,2.0,2449.0,79.0,31,1,948.0,79.0,30.617608409986858,1,0,2,Medium
U028742,1,professional,monthly,false,sales-assisted,79.0,948.0,238,0,0,0.0,711.0,79.0,9,1,948.0,79.0,7.818659658344283,0,0,0,Medium
U011173,0,starter,monthly,true,sales-assisted,29.0,348.0,932,3,0,3.0,899.0,29.0,31,1,348.0,29.0,30.617608409986858,1,0,3,Low
U026066,0,starter,monthly,false,self-serve,29.0,348.0,932,0,1,0.0,899.0,29.0,31,1,348.0,29.0,30.617608409986858,0,1,-1,Low
U005244,0,free,unknown,true,self-serve,0.0,0.0,932,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.617608409986858,0,0,0,Free
U009583,0,professional,monthly,false,self-serve,79.0,948.0,932,0,1,0.0,2449.0,79.0,31,1,948.0,79.0,30.617608409986858,0,1,-1,Medium
U025127,0,free,unknown,true,self-serve,0.0,0.0,931,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.584756898817343,0,0,0,Free
U019737,0,free,unknown,true,self-serve,0.0,0.0,931,1,0,1.0,0.0,0.0,31,1,0.0,0.0,30.584756898817343,1,0,1,Free
U008399,1,starter,monthly,true,self-serve,29.0,348.0,449,2,0,2.0,464.0,29.0,16,1,348.0,29.0,14.750328515111695,1,0,2,Low
U026579,0,professional,annual,true,sales-assisted,79.0,948.0,931,0,0,0.0,2449.0,79.0,31,1,948.0,79.0,30.584756898817343,0,0,0,Medium
U023432,0,free,unknown,true,self-serve,0.0,0.0,931,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.584756898817343,0,0,0,Free
U017989,0,free,unknown,true,self-serve,0.0,0.0,931,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.584756898817343,0,0,0,Free
U022021,0,professional,monthly,false,self-serve,79.0,948.0,931,0,0,0.0,2449.0,79.0,31,1,948.0,79.0,30.584756898817343,0,0,0,Medium
U022951,0,starter,monthly,true,self-serve,29.0,348.0,931,0,0,0.0,899.0,29.0,31,1,348.0,29.0,30.584756898817343,0,0,0,Low
U006075,0,starter,monthly,false,self-serve,29.0,348.0,931,0,0,0.0,899.0,29.0,31,1,348.0,29.0,30.584756898817343,0,0,0,Low
U008032,0,enterprise,annual,false,sales-assisted,199.0,2388.0,931,0,0,0.0,6169.0,199.0,31,1,2388.0,199.0,30.584756898817343,0,0,0,High
U005155,0,professional,annual,false,sales-assisted,79.0,948.0,931,0,0,0.0,2449.0,79.0,31,1,948.0,79.0,30.584756898817343,0,0,0,Medium
U012603,0,starter,annual,false,self-serve,29.0,348.0,931,1,1,1.0,899.0,29.0,31,1,348.0,29.0,30.584756898817343,1,1,0,Low
U008435,0,free,unknown,true,self-serve,0.0,0.0,931,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.584756898817343,0,0,0,Free
U001202,0,starter,monthly,true,self-serve,29.0,348.0,931,2,1,2.0,899.0,29.0,31,1,348.0,29.0,30.584756898817343,1,1,1,Low
U007375,0,free,unknown,true,self-serve,0.0,0.0,931,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.584756898817343,0,0,0,Free
U006791,0,enterprise,annual,false,sales-assisted,199.0,2388.0,931,0,0,0.0,6169.0,199.0,31,1,2388.0,199.0,30.584756898817343,0,0,0,High
U015013,0,starter,annual,true,self-serve,29.0,348.0,931,0,0,0.0,899.0,29.0,31,1,348.0,29.0,30.584756898817343,0,0,0,Low
U006665,0,professional,annual,false,self-serve,79.0,948.0,931,1,0,1.0,2449.0,79.0,31,1,948.0,79.0,30.584756898817343,1,0,1,Medium
U005551,0,starter,annual,true,self-serve,29.0,348.0,931,1,0,1.0,899.0,29.0,31,1,348.0,29.0,30.584756898817343,1,0,1,Low
U006120,0,starter,monthly,false,self-serve,29.0,348.0,931,2,1,2.0,899.0,29.0,31,1,348.0,29.0,30.584756898817343,1,1,1,Low
U006860,0,free,unknown,true,self-serve,0.0,0.0,931,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.584756898817343,0,0,0,Free
U020617,0,starter,monthly,true,self-serve,29.0,348.0,931,1,1,1.0,899.0,29.0,31,1,348.0,29.0,30.584756898817343,1,1,0,Low
U000686,0,free,unknown,true,self-serve,0.0,0.0,931,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.584756898817343,0,0,0,Free
U003856,0,professional,annual,true,self-serve,79.0,948.0,931,0,0,0.0,2449.0,79.0,31,1,948.0,79.0,30.584756898817343,0,0,0,Medium
U014750,0,free,unknown,true,self-serve,0.0,0.0,931,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.584756898817343,0,0,0,Free
U014766,1,starter,monthly,true,self-serve,29.0,348.0,63,0,0,0.0,87.0,29.0,3,1,348.0,29.0,2.0696452036793693,0,0,0,Low
U010388,1,starter,monthly,true,partner,29.0,348.0,261,0,0,0.0,261.0,29.0,9,1,348.0,29.0,8.5742444152431,0,0,0,Low
U015064,0,free,unknown,true,self-serve,0.0,0.0,931,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.584756898817343,0,0,0,Free
U024326,0,starter,annual,false,self-serve,29.0,348.0,931,1,0,1.0,899.0,29.0,31,1,348.0,29.0,30.584756898817343,1,0,1,Low
U009722,0,free,unknown,true,self-serve,0.0,0.0,931,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.584756898817343,0,0,0,Free
U019586,0,professional,monthly,false,self-serve,79.0,948.0,931,0,1,0.0,2449.0,79.0,31,1,948.0,79.0,30.584756898817343,0,1,-1,Medium
U018940,0,starter,monthly,true,partner,29.0,348.0,931,1,0,1.0,899.0,29.0,31,1,348.0,29.0,30.584756898817343,1,0,1,Low
U024845,0,free,unknown,true,self-serve,0.0,0.0,930,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.55190538764783,0,0,0,Free
U016389,0,starter,annual,true,self-serve,29.0,348.0,930,1,0,1.0,899.0,29.0,31,1,348.0,29.0,30.55190538764783,1,0,1,Low
U024330,0,free,unknown,true,self-serve,0.0,0.0,930,1,0,1.0,0.0,0.0,31,1,0.0,0.0,30.55190538764783,1,0,1,Free
U009528,0,free,unknown,true,self-serve,0.0,0.0,930,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.55190538764783,0,0,0,Free
U022277,0,free,unknown,true,self-serve,0.0,0.0,930,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.55190538764783,0,0,0,Free
U010230,0,starter,monthly,true,self-serve,29.0,348.0,930,1,2,0.5,899.0,29.0,31,1,348.0,29.0,30.55190538764783,1,1,-1,Low
U005099,0,professional,annual,true,self-serve,79.0,948.0,930,2,1,2.0,2449.0,79.0,31,1,948.0,79.0,30.55190538764783,1,1,1,Medium
U004052,0,free,unknown,true,self-serve,0.0,0.0,930,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.55190538764783,0,0,0,Free
U007157,0,free,unknown,true,self-serve,0.0,0.0,930,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.55190538764783,0,0,0,Free
U019279,0,starter,monthly,true,self-serve,29.0,348.0,930,2,0,2.0,899.0,29.0,31,1,348.0,29.0,30.55190538764783,1,0,2,Low
U024291,1,starter,monthly,true,sales-assisted,29.0,348.0,168,0,1,0.0,174.0,29.0,6,1,348.0,29.0,5.519053876478318,0,1,-1,Low
U006339,0,free,unknown,true,self-serve,0.0,0.0,930,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.55190538764783,0,0,0,Free
U005823,1,starter,monthly,true,self-serve,29.0,348.0,248,1,0,1.0,261.0,29.0,9,1,348.0,29.0,8.147174770039422,1,0,1,Low
U000150,0,starter,annual,false,sales-assisted,29.0,348.0,930,0,0,0.0,899.0,29.0,31,1,348.0,29.0,30.55190538764783,0,0,0,Low
U011587,0,free,unknown,true,self-serve,0.0,0.0,930,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.55190538764783,0,0,0,Free
U018551,0,professional,monthly,true,self-serve,79.0,948.0,930,1,0,1.0,2449.0,79.0,31,1,948.0,79.0,30.55190538764783,1,0,1,Medium
U000208,0,free,unknown,true,self-serve,0.0,0.0,930,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.55190538764783,0,0,0,Free
U016765,0,enterprise,annual,false,sales-assisted,199.0,2388.0,930,0,0,0.0,6169.0,199.0,31,1,2388.0,199.0,30.55190538764783,0,0,0,High
U003531,0,professional,monthly,true,self-serve,79.0,948.0,930,0,0,0.0,2449.0,79.0,31,1,948.0,79.0,30.55190538764783,0,0,0,Medium
U018671,0,free,unknown,true,self-serve,0.0,0.0,930,0,0,0.0,0.0,0.0,31,1,0.0,0.0,30.55190538764783,0,0,0,Free
U029467,0,professional,annual,false,self-serve,79.0,948.0,930,1,0,1.0,2449.0,79.0,31,1,948.0,79.0,30.55190538764783,1,0,1,Medium
