cohort_month,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Month 13,Month 14,Month 15,Month 16,Month 17,Month 18,Month 19,Month 20,Month 21,Month 22,Month 23,Month 24,Month 25,Month 26,Month 27,Month 28,Month 29,Month 30
2025-03-01,100.0,96.718322698268,98.26800364630812,97.99453053783044,98.63263445761167,98.54147675478579,96.44484958979034,96.90063810391977,93.25432999088423,91.15770282588879,87.87602552415679,81.40382862351869,79.76298997265269,74.29352780309935,69.00638103919782,63.719234275296266,99.27073837739289,,,,,,,,,,,,,,
2025-04-01,100.0,97.3973973973974,98.69869869869869,99.09909909909909,98.09809809809809,97.8978978978979,96.09609609609609,93.7937937937938,92.8928928928929,90.8908908908909,85.98598598598599,83.18318318318319,77.87787787787788,73.57357357357357,66.46646646646647,99.2992992992993,,,,,,,,,,,,,,,
2025-05-01,100.0,97.4155069582505,99.40357852882704,98.80715705765407,98.40954274353876,98.80715705765407,97.31610337972168,96.12326043737575,94.63220675944333,87.47514910536779,85.38767395626242,82.10735586481114,78.03180914512923,70.9741550695825,99.60238568588468,,,,,,,,,,,,,,,,
2025-06-01,100.0,98.74031007751938,99.4186046511628,98.54651162790698,98.35271317829456,97.96511627906976,96.89922480620154,95.34883720930233,92.05426356589147,89.92248062015504,83.62403100775194,83.13953488372093,73.35271317829456,99.32170542635659,,,,,,,,,,,,,,,,,
2025-07-01,100.0,98.60973187686196,99.20556107249256,99.50347567030785,98.60973187686196,98.01390268123139,97.31876861966236,93.14796425024826,93.44587884806356,87.785501489573,83.01886792452831,77.8550148957299,99.00695134061569,,,,,,,,,,,,,,,,,,
2025-08-01,100.0,99.53917050691244,99.63133640552996,99.17050691244239,98.52534562211981,98.70967741935483,96.58986175115207,95.20737327188941,91.79723502304148,87.55760368663594,80.46082949308756,99.44700460829493,,,,,,,,,,,,,,,,,,,
2025-09-01,100.0,99.71209213051824,99.52015355086372,99.80806142034548,99.23224568138195,97.79270633397313,97.4088291746641,94.91362763915548,91.07485604606525,84.93282149712093,99.80806142034548,,,,,,,,,,,,,,,,,,,,
2025-10-01,100.0,99.82030548068283,99.73045822102425,99.91015274034142,99.1015274034142,98.29290206648697,95.59748427672956,93.89038634321653,88.58939802336029,99.82030548068283,,,,,,,,,,,,,,,,,,,,,
2025-11-01,100.0,100.0,100.0,99.8015873015873,99.20634920634922,98.4126984126984,97.32142857142857,91.76587301587301,99.8015873015873,,,,,,,,,,,,,,,,,,,,,,
2025-12-01,100.0,100.0,100.0,99.71455756422455,99.61941008563274,97.90675547098002,94.29115128449097,99.90485252140819,,,,,,,,,,,,,,,,,,,,,,,
2026-01-01,100.0,100.0,100.0,100.0,99.1825613079019,96.82107175295187,99.81834695731153,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-01,100.0,100.0,100.0,99.89339019189765,98.93390191897655,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-01,100.0,100.0,100.0,100.0,99.90467111534795,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01,100.0,100.0,100.0,99.90356798457087,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-01,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-01,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
