cohort_month,cohort_index,active_users,cohort_users,retention_rate
2024-07-01,22,535,1045,51.196172248803826
2024-07-01,23,462,1045,44.21052631578947
2024-07-01,24,1038,1045,99.33014354066985
2024-08-01,0,1070,1070,100.0
2024-08-01,1,956,1070,89.34579439252337
2024-08-01,2,1004,1070,93.83177570093459
2024-08-01,3,1002,1070,93.64485981308411
2024-08-01,4,1021,1070,95.42056074766356
2024-08-01,5,1019,1070,95.23364485981308
2024-08-01,6,991,1070,92.61682242990655
2024-08-01,7,1002,1070,93.64485981308411
2024-08-01,8,995,1070,92.99065420560748
2024-08-01,9,982,1070,91.77570093457945
2024-08-01,10,964,1070,90.09345794392523
2024-08-01,11,957,1070,89.43925233644859
2024-08-01,12,931,1070,87.00934579439252
2024-08-01,13,885,1070,82.71028037383178
2024-08-01,14,851,1070,79.53271028037383
2024-08-01,15,801,1070,74.85981308411215
2024-08-01,16,817,1070,76.35514018691589
2024-08-01,17,774,1070,72.33644859813084
2024-08-01,18,684,1070,63.925233644859816
2024-08-01,19,713,1070,66.6355140186916
2024-08-01,20,649,1070,60.65420560747663
2024-08-01,21,582,1070,54.39252336448598
2024-08-01,22,530,1070,49.532710280373834
2024-08-01,23,1063,1070,99.34579439252337
2024-09-01,0,1016,1016,100.0
2024-09-01,1,906,1016,89.1732283464567
2024-09-01,2,949,1016,93.40551181102363
2024-09-01,3,970,1016,95.47244094488188
2024-09-01,4,977,1016,96.16141732283464
2024-09-01,5,968,1016,95.2755905511811
2024-09-01,6,969,1016,95.3740157480315
2024-09-01,7,938,1016,92.32283464566929
2024-09-01,8,946,1016,93.11023622047244
2024-09-01,9,926,1016,91.14173228346458
2024-09-01,10,908,1016,89.37007874015748
2024-09-01,11,862,1016,84.84251968503938
2024-09-01,12,848,1016,83.46456692913385
2024-09-01,13,850,1016,83.66141732283464
2024-09-01,14,804,1016,79.13385826771653
2024-09-01,15,757,1016,74.50787401574803
2024-09-01,16,730,1016,71.8503937007874
2024-09-01,17,669,1016,65.84645669291339
2024-09-01,18,664,1016,65.35433070866141
2024-09-01,19,616,1016,60.629921259842526
2024-09-01,20,603,1016,59.35039370078739
2024-09-01,21,492,1016,48.4251968503937
2024-09-01,22,1007,1016,99.11417322834646
2024-10-01,0,1075,1075,100.0
2024-10-01,1,987,1075,91.81395348837209
2024-10-01,2,1016,1075,94.51162790697674
2024-10-01,3,1029,1075,95.72093023255815
2024-10-01,4,1026,1075,95.44186046511628
2024-10-01,5,1025,1075,95.34883720930233
2024-10-01,6,1023,1075,95.16279069767441
2024-10-01,7,1003,1075,93.30232558139535
2024-10-01,8,997,1075,92.74418604651163
2024-10-01,9,990,1075,92.09302325581396
2024-10-01,10,964,1075,89.67441860465117
2024-10-01,11,946,1075,88.0
2024-10-01,12,910,1075,84.65116279069768
2024-10-01,13,899,1075,83.62790697674419
2024-10-01,14,845,1075,78.6046511627907
2024-10-01,15,801,1075,74.51162790697674
2024-10-01,16,708,1075,65.86046511627906
2024-10-01,17,703,1075,65.3953488372093
2024-10-01,18,684,1075,63.627906976744185
2024-10-01,19,624,1075,58.04651162790697
2024-10-01,20,567,1075,52.74418604651163
2024-10-01,21,1068,1075,99.34883720930232
2024-11-01,0,966,966,100.0
2024-11-01,1,891,966,92.2360248447205
2024-11-01,2,925,966,95.75569358178055
2024-11-01,3,919,966,95.13457556935818
2024-11-01,4,934,966,96.68737060041408
2024-11-01,5,929,966,96.16977225672878
2024-11-01,6,922,966,95.44513457556936
2024-11-01,7,910,966,94.20289855072464
2024-11-01,8,905,966,93.68530020703933
2024-11-01,9,871,966,90.1656314699793
2024-11-01,10,860,966,89.02691511387164
2024-11-01,11,856,966,88.6128364389234
2024-11-01,12,786,966,81.36645962732919
2024-11-01,13,795,966,82.29813664596274
2024-11-01,14,774,966,80.12422360248446
2024-11-01,15,680,966,70.39337474120083
2024-11-01,16,653,966,67.59834368530021
2024-11-01,17,604,966,62.52587991718427
2024-11-01,18,572,966,59.21325051759835
2024-11-01,19,520,966,53.83022774327122
2024-11-01,20,961,966,99.4824016563147
2024-12-01,0,1067,1067,100.0
2024-12-01,1,1001,1067,93.81443298969072
2024-12-01,2,1021,1067,95.68884723523898
2024-12-01,3,1034,1067,96.90721649484536
2024-12-01,4,1030,1067,96.53233364573572
2024-12-01,5,1031,1067,96.62605435801312
2024-12-01,6,1027,1067,96.25117150890347
2024-12-01,7,1014,1067,95.0328022492971
2024-12-01,8,993,1067,93.06466729147141
2024-12-01,9,977,1067,91.5651358950328
2024-12-01,10,981,1067,91.94001874414246
2024-12-01,11,925,1067,86.69165885660732
2024-12-01,12,905,1067,84.81724461105904
2024-12-01,13,856,1067,80.22492970946578
2024-12-01,14,788,1067,73.85192127460168
2024-12-01,15,791,1067,74.13308341143393
2024-12-01,16,725,1067,67.94751640112466
2024-12-01,17,674,1067,63.16776007497656
2024-12-01,18,633,1067,59.32521087160263
2024-12-01,19,1058,1067,99.15651358950328
2025-01-01,0,1098,1098,100.0
2025-01-01,1,1030,1098,93.80692167577413
2025-01-01,2,1068,1098,97.26775956284153
2025-01-01,3,1063,1098,96.81238615664846
2025-01-01,4,1061,1098,96.63023679417122
2025-01-01,5,1072,1098,97.632058287796
2025-01-01,6,1051,1098,95.71948998178506
2025-01-01,7,1050,1098,95.62841530054644
2025-01-01,8,1028,1098,93.6247723132969
2025-01-01,9,1009,1098,91.89435336976321
2025-01-01,10,986,1098,89.79963570127505
2025-01-01,11,928,1098,84.51730418943534
2025-01-01,12,924,1098,84.15300546448088
2025-01-01,13,837,1098,76.22950819672131
2025-01-01,14,829,1098,75.5009107468124
2025-01-01,15,781,1098,71.12932604735883
2025-01-01,16,707,1098,64.38979963570127
2025-01-01,17,631,1098,57.46812386156649
2025-01-01,18,1093,1098,99.54462659380692
2025-02-01,0,974,974,100.0
2025-02-01,1,930,974,95.48254620123203
2025-02-01,2,952,974,97.74127310061603
2025-02-01,3,955,974,98.04928131416838
2025-02-01,4,944,974,96.91991786447639
2025-02-01,5,949,974,97.43326488706366
2025-02-01,6,938,974,96.30390143737166
2025-02-01,7,928,974,95.27720739219713
2025-02-01,8,926,974,95.07186858316223
2025-02-01,9,888,974,91.17043121149896
2025-02-01,10,864,974,88.7063655030801
2025-02-01,11,833,974,85.52361396303901
2025-02-01,12,779,974,79.97946611909651
2025-02-01,13,776,974,79.67145790554414
2025-02-01,14,699,974,71.7659137577002
2025-02-01,15,670,974,68.78850102669405
2025-02-01,16,610,974,62.62833675564682
2025-02-01,17,969,974,99.48665297741273
2025-03-01,0,1097,1097,100.0
2025-03-01,1,1061,1097,96.718322698268
2025-03-01,2,1078,1097,98.26800364630812
2025-03-01,3,1075,1097,97.99453053783044
2025-03-01,4,1082,1097,98.63263445761167
2025-03-01,5,1081,1097,98.54147675478579
2025-03-01,6,1058,1097,96.44484958979034
2025-03-01,7,1063,1097,96.90063810391977
2025-03-01,8,1023,1097,93.25432999088423
2025-03-01,9,1000,1097,91.15770282588879
2025-03-01,10,964,1097,87.87602552415679
2025-03-01,11,893,1097,81.40382862351869
2025-03-01,12,875,1097,79.76298997265269
2025-03-01,13,815,1097,74.29352780309935
2025-03-01,14,757,1097,69.00638103919782
2025-03-01,15,699,1097,63.719234275296266
2025-03-01,16,1089,1097,99.27073837739289
2025-04-01,0,999,999,100.0
2025-04-01,1,973,999,97.3973973973974
2025-04-01,2,986,999,98.69869869869869
2025-04-01,3,990,999,99.09909909909909
2025-04-01,4,980,999,98.09809809809809
2025-04-01,5,978,999,97.8978978978979
2025-04-01,6,960,999,96.09609609609609
2025-04-01,7,937,999,93.7937937937938
2025-04-01,8,928,999,92.8928928928929
2025-04-01,9,908,999,90.8908908908909
2025-04-01,10,859,999,85.98598598598599
2025-04-01,11,831,999,83.18318318318319
2025-04-01,12,778,999,77.87787787787788
2025-04-01,13,735,999,73.57357357357357
2025-04-01,14,664,999,66.46646646646647
2025-04-01,15,992,999,99.2992992992993
2025-05-01,0,1006,1006,100.0
2025-05-01,1,980,1006,97.4155069582505
2025-05-01,2,1000,1006,99.40357852882704
2025-05-01,3,994,1006,98.80715705765407
2025-05-01,4,990,1006,98.40954274353876
2025-05-01,5,994,1006,98.80715705765407
2025-05-01,6,979,1006,97.31610337972168
2025-05-01,7,967,1006,96.12326043737575
2025-05-01,8,952,1006,94.63220675944333
2025-05-01,9,880,1006,87.47514910536779
2025-05-01,10,859,1006,85.38767395626242
2025-05-01,11,826,1006,82.10735586481114
2025-05-01,12,785,1006,78.03180914512923
2025-05-01,13,714,1006,70.9741550695825
2025-05-01,14,1002,1006,99.60238568588468
2025-06-01,0,1032,1032,100.0
2025-06-01,1,1019,1032,98.74031007751938
2025-06-01,2,1026,1032,99.4186046511628
2025-06-01,3,1017,1032,98.54651162790698
2025-06-01,4,1015,1032,98.35271317829456
2025-06-01,5,1011,1032,97.96511627906976
2025-06-01,6,1000,1032,96.89922480620154
2025-06-01,7,984,1032,95.34883720930233
2025-06-01,8,950,1032,92.05426356589147
2025-06-01,9,928,1032,89.92248062015504
2025-06-01,10,863,1032,83.62403100775194
2025-06-01,11,858,1032,83.13953488372093
2025-06-01,12,757,1032,73.35271317829456
2025-06-01,13,1025,1032,99.32170542635659
2025-07-01,0,1007,1007,100.0
2025-07-01,1,993,1007,98.60973187686196
2025-07-01,2,999,1007,99.20556107249256
2025-07-01,3,1002,1007,99.50347567030785
2025-07-01,4,993,1007,98.60973187686196
2025-07-01,5,987,1007,98.01390268123139
2025-07-01,6,980,1007,97.31876861966236
2025-07-01,7,938,1007,93.14796425024826
2025-07-01,8,941,1007,93.44587884806356
2025-07-01,9,884,1007,87.785501489573
2025-07-01,10,836,1007,83.01886792452831
2025-07-01,11,784,1007,77.8550148957299
2025-07-01,12,997,1007,99.00695134061569
2025-08-01,0,1085,1085,100.0
2025-08-01,1,1080,1085,99.53917050691244
2025-08-01,2,1081,1085,99.63133640552996
2025-08-01,3,1076,1085,99.17050691244239
2025-08-01,4,1069,1085,98.52534562211981
2025-08-01,5,1071,1085,98.70967741935483
2025-08-01,6,1048,1085,96.58986175115207
2025-08-01,7,1033,1085,95.20737327188941
2025-08-01,8,996,1085,91.79723502304148
2025-08-01,9,950,1085,87.55760368663594
2025-08-01,10,873,1085,80.46082949308756
2025-08-01,11,1079,1085,99.44700460829493
2025-09-01,0,1042,1042,100.0
2025-09-01,1,1039,1042,99.71209213051824
2025-09-01,2,1037,1042,99.52015355086372
2025-09-01,3,1040,1042,99.80806142034548
2025-09-01,4,1034,1042,99.23224568138195
2025-09-01,5,1019,1042,97.79270633397313
2025-09-01,6,1015,1042,97.4088291746641
2025-09-01,7,989,1042,94.91362763915548
2025-09-01,8,949,1042,91.07485604606525
2025-09-01,9,885,1042,84.93282149712093
2025-09-01,10,1040,1042,99.80806142034548
2025-10-01,0,1113,1113,100.0
2025-10-01,1,1111,1113,99.82030548068283
2025-10-01,2,1110,1113,99.73045822102425
2025-10-01,3,1112,1113,99.91015274034142
2025-10-01,4,1103,1113,99.1015274034142
2025-10-01,5,1094,1113,98.29290206648697
2025-10-01,6,1064,1113,95.59748427672956
2025-10-01,7,1045,1113,93.89038634321653
2025-10-01,8,986,1113,88.58939802336029
2025-10-01,9,1111,1113,99.82030548068283
2025-11-01,0,1008,1008,100.0
2025-11-01,1,1008,1008,100.0
2025-11-01,2,1008,1008,100.0
2025-11-01,3,1006,1008,99.8015873015873
2025-11-01,4,1000,1008,99.20634920634922
2025-11-01,5,992,1008,98.4126984126984
2025-11-01,6,981,1008,97.32142857142857
2025-11-01,7,925,1008,91.76587301587301
2025-11-01,8,1006,1008,99.8015873015873
2025-12-01,0,1051,1051,100.0
2025-12-01,1,1051,1051,100.0
2025-12-01,2,1051,1051,100.0
2025-12-01,3,1048,1051,99.71455756422455
2025-12-01,4,1047,1051,99.61941008563274
2025-12-01,5,1029,1051,97.90675547098002
2025-12-01,6,991,1051,94.29115128449097
2025-12-01,7,1050,1051,99.90485252140819
2026-01-01,0,1101,1101,100.0
2026-01-01,1,1101,1101,100.0
2026-01-01,2,1101,1101,100.0
2026-01-01,3,1101,1101,100.0
2026-01-01,4,1092,1101,99.1825613079019
2026-01-01,5,1066,1101,96.82107175295187
2026-01-01,6,1099,1101,99.81834695731153
2026-02-01,0,938,938,100.0
2026-02-01,1,938,938,100.0
2026-02-01,2,938,938,100.0
2026-02-01,3,937,938,99.89339019189765
2026-02-01,4,928,938,98.93390191897655
2026-02-01,5,938,938,100.0
2026-03-01,0,1049,1049,100.0
2026-03-01,1,1049,1049,100.0
2026-03-01,2,1049,1049,100.0
2026-03-01,3,1049,1049,100.0
2026-03-01,4,1048,1049,99.90467111534795
2026-04-01,0,1037,1037,100.0
2026-04-01,1,1037,1037,100.0
2026-04-01,2,1037,1037,100.0
2026-04-01,3,1036,1037,99.90356798457087
2026-05-01,0,1060,1060,100.0
2026-05-01,1,1060,1060,100.0
2026-05-01,2,1060,1060,100.0
2026-06-01,0,1061,1061,100.0
2026-06-01,1,1061,1061,100.0
2026-07-01,0,26,26,100.0
